YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SUGARCANE_EQUIVALENT_TONNES
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,BAHRAIN,BAHRAIN,Sugarcane equivalents,635374,19211.2150941
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,BAHRAIN,BAHRAIN,Sugarcane equivalents,455900,7607.7
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,BANGLADESH,BANGLADESH,Sugarcane equivalents,3926695,122044.4047017
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,BANGLADESH,BANGLADESH,Sugarcane equivalents,6238653,132122.545515
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,BANGLADESH,BANGLADESH,Sugarcane equivalents,5678949,101570.6385387
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,CANADA,CANADA,Sugarcane equivalents,250459,8503.6968675
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,CANADA,CANADA,Sugarcane equivalents,560000,21301.56
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,1076362,35328.2188365
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,1225138,26742.1001472
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,CROATIA,EUROPEAN UNION,Sugarcane equivalents,122995,3859.6220487
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,EGYPT,EGYPT,Sugarcane equivalents,748950,27576.1094751
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,EGYPT,EGYPT,Sugarcane equivalents,508875,12645.7395633
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,EGYPT,EGYPT,Sugarcane equivalents,7256563,126799.0194015
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,GEORGIA,GEORGIA,Sugarcane equivalents,649704,22252.4768538
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,GEORGIA,GEORGIA,Sugarcane equivalents,4420662,95998.3254198
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,INDIA,INDIA,Sugarcane equivalents,2042805,60321.3087537
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,INDIA,INDIA,Sugarcane equivalents,1982014,43330.7584665
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,INDIA,INDIA,Sugarcane equivalents,6449606,126010.2378501
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,INDONESIA,INDONESIA,Sugarcane equivalents,4993097,100988.7255657
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,INDONESIA,INDONESIA,Sugarcane equivalents,4514422,109755.2760759
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,IRAQ,IRAQ,Sugarcane equivalents,717869,23527.7784279
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,IRAQ,IRAQ,Sugarcane equivalents,658953,14187.0824064
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,IRAQ,IRAQ,Sugarcane equivalents,1273554,29021.549652
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,ISRAEL,ISRAEL,Sugarcane equivalents,561198,13121.7457446
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MALAYSIA,MALAYSIA,Sugarcane equivalents,199500,7988.085
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MALAYSIA,MALAYSIA,Sugarcane equivalents,914993,21450.8839356
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MALAYSIA,MALAYSIA,Sugarcane equivalents,3849062,66752.9648415
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MAURITIUS,MAURITIUS,Sugarcane equivalents,1834611,40592.5798671
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MOROCCO,MOROCCO,Sugarcane equivalents,3473709,111771.3698298
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MOROCCO,MOROCCO,Sugarcane equivalents,7888310,176338.0110222
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,MOROCCO,MOROCCO,Sugarcane equivalents,1743832,42900.6799701
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,NEW ZEALAND,NEW ZEALAND,Sugarcane equivalents,1230930,20540.79
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,NIGERIA,NIGERIA,Sugarcane equivalents,11058639,315727.4011464
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,NIGERIA,NIGERIA,Sugarcane equivalents,15551927,329365.4662746
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,NIGERIA,NIGERIA,Sugarcane equivalents,11158002,265516.0638228
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,301396,12068.0488638
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,1849436,40925.165688
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2952294,70060.4124165
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,TUNISIA,TUNISIA,Sugarcane equivalents,750000,22823.1
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,2976802,85461.9500124
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,1401010,29153.7562626
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,7057194,155129.6529549
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1008242,22531.8468132
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,VENEZUELA,VENEZUELA,Sugarcane equivalents,648996,19883.5075431
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,VENEZUELA,VENEZUELA,Sugarcane equivalents,1142853,19081.4733783
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,YEMEN,YEMEN,Sugarcane equivalents,657013,22611.4385706
2016,BRAZIL,SANTOS,WEST MEAT IMPORTACAO E EXPORTACAO LTDA.,WEST MEAT IMPORTACAO E EXPORTACAO LTDA.,VENEZUELA,VENEZUELA,Sugarcane equivalents,115050,1163.9781
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,BENIN,BENIN,Sugarcane equivalents,784697,17254.2636
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,BENIN,BENIN,Sugarcane equivalents,525889,11502.8424
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,2097895,38125.6918497
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,COTE D'IVOIRE,COTE D'IVOIRE,Sugarcane equivalents,259988,5751.4212
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,COTE D'IVOIRE,COTE D'IVOIRE,Sugarcane equivalents,690493,11502.8424
2017,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,COTE D'IVOIRE,COTE D'IVOIRE,Sugarcane equivalents,555921,8216.316
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,GHANA,GHANA,Sugarcane equivalents,184343,4313.5659
2017,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,GHANA,GHANA,Sugarcane equivalents,199800,4108.158
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,3473076,76077
2017,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,SINGAPORE,SINGAPORE,Sugarcane equivalents,446637,5751.4212
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,SRI LANKA,SRI LANKA,Sugarcane equivalents,578234,11502.8424
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,SRI LANKA,SRI LANKA,Sugarcane equivalents,988571,17870.4873
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,TOGO,TOGO,Sugarcane equivalents,870135,19308.3426
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,TOGO,TOGO,Sugarcane equivalents,9225,205.4079
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,394398,5751.4212
2017,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1885642,27524.6586
2015,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,YEMEN,YEMEN,Sugarcane equivalents,565072,10886.6187
2016,BRAZIL,SANTOS,WILMAR SUGAR BRASIL COMERCIAL LTDA.,WILMAR SUGAR BRASIL COMERCIAL LTDA.,YEMEN,YEMEN,Sugarcane equivalents,807783,16638.0399
2016,BRAZIL,SANTOS,ZARDBRASIL COMERCIO LTDA,ZARDBRASIL COMERCIO LTDA,SOUTH AFRICA,SOUTH AFRICA,Sugarcane equivalents,2436,15.4055925
2015,BRAZIL,SAO FRANCISCO DO SUL,APTI ALIMENTOS LTDA,APTI ALIMENTOS LTDA,CHILE,CHILE,Sugarcane equivalents,454,3.04308
2015,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,GERMANY,EUROPEAN UNION,Sugarcane equivalents,366518,1522.30077
2016,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,GERMANY,EUROPEAN UNION,Sugarcane equivalents,716390,2892.371463
2017,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,GERMANY,EUROPEAN UNION,Sugarcane equivalents,682446,2740.141386
2015,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,JAPAN,JAPAN,Sugarcane equivalents,815542,3322.586898
2016,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,JAPAN,JAPAN,Sugarcane equivalents,37106,144.5843385
2017,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,39849,152.230077
2015,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,SWITZERLAND,SWITZERLAND,Sugarcane equivalents,344772,1522.30077
2016,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,SWITZERLAND,SWITZERLAND,Sugarcane equivalents,323463,1522.30077
2017,BRAZIL,SAO FRANCISCO DO SUL,PRODUTOS NATURAIS PLANETA VERDE LTDA,PRODUTOS NATURAIS PLANETA VERDE LTDA,SWITZERLAND,SWITZERLAND,Sugarcane equivalents,216084,913.380462
2017,BRAZIL,SAO FRANCISCO DO SUL,TRIBAL BRASIL ALIMENTOS LTDA - EPP,TRIBAL BRASIL ALIMENTOS LTDA - EPP,AUSTRALIA,AUSTRALIA,Sugarcane equivalents,6160,21.30156
2015,BRAZIL,SAO FRANCISCO DO SUL,TRIBAL BRASIL ALIMENTOS LTDA - EPP,TRIBAL BRASIL ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Sugarcane equivalents,1375,4.7548125
2016,BRAZIL,SAO FRANCISCO DO SUL,TRIBAL BRASIL ALIMENTOS LTDA - EPP,TRIBAL BRASIL ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Sugarcane equivalents,14025,48.4990875
2017,BRAZIL,SAO FRANCISCO DO SUL,TRIBAL BRASIL ALIMENTOS LTDA - EPP,TRIBAL BRASIL ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Sugarcane equivalents,14025,48.4990875
2015,BRAZIL,SAO PAULO,AMYRIS BRASIL LTDA,AMYRIS BRASIL LTDA,UNITED STATES,UNITED STATES,Sugarcane equivalents,591,0.703
2016,BRAZIL,SAO PAULO,AMYRIS BRASIL LTDA,AMYRIS BRASIL LTDA,UNITED STATES,UNITED STATES,Sugarcane equivalents,860,0.43
2017,BRAZIL,SAO PAULO,AMYRIS BRASIL LTDA,AMYRIS BRASIL LTDA,UNITED STATES,UNITED STATES,Sugarcane equivalents,3456,18.25848
2017,BRAZIL,SAO PAULO,CAMIL ALIMENTOS,CAMIL ALIMENTOS,GERMANY,EUROPEAN UNION,Sugarcane equivalents,16,0.1749771
2017,BRAZIL,SAO PAULO,CAMIL ALIMENTOS,CAMIL ALIMENTOS,UNITED STATES,UNITED STATES,Sugarcane equivalents,218,1.52154
2015,BRAZIL,SAO PAULO,CERTANO COMERCIAL DE ALIMENTOS LTDA,CERTANO COMERCIAL DE ALIMENTOS LTDA,GERMANY,EUROPEAN UNION,Sugarcane equivalents,25,1.9856097
2015,BRAZIL,SAO PAULO,"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A",UNITED KINGDOM,EUROPEAN UNION,Sugarcane equivalents,1833,3.80385
2017,BRAZIL,SAO PAULO,CRISTAIS DE OZ IMPORTACAO E EXPORTACAO DE COSMETICOS NATURAI,CRISTAIS DE OZ IMPORTACAO E EXPORTACAO DE COSMETICOS NATURAI,PORTUGAL,EUROPEAN UNION,Sugarcane equivalents,3000,1.4530707
2017,BRAZIL,SAO PAULO,D.H.N. IMPORTACAO & EXPORTACAO DE COSMETICOS E VESTUARIOS LT,D.H.N. IMPORTACAO & EXPORTACAO DE COSMETICOS E VESTUARIOS LT,EGYPT,EGYPT,Sugarcane equivalents,97,0.684693
2015,BRAZIL,SAO PAULO,FUNDACAO DE APOIO INST AO DESENV CIENT E TECNOLOGICO,FUNDACAO DE APOIO INST AO DESENV CIENT E TECNOLOGICO,AUSTRALIA,AUSTRALIA,Sugarcane equivalents,100,0.014
2015,BRAZIL,SAO PAULO,GUARANI,GUARANI,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Sugarcane equivalents,3050,4.56462
2017,BRAZIL,SAO PAULO,INAPEL EMBALAGENS LTDA,INAPEL EMBALAGENS LTDA,UNITED STATES,UNITED STATES,Sugarcane equivalents,1,0.04785873
2016,BRAZIL,SAO PAULO,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,NEW ZEALAND,NEW ZEALAND,Sugarcane equivalents,136,0.912924
2015,BRAZIL,SAO PAULO,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,UNITED KINGDOM,EUROPEAN UNION,Sugarcane equivalents,1000,3.80385
2017,BRAZIL,SAO PAULO,INFINITY IMPORTACAO E EXPORTACAO LTDA,INFINITY IMPORTACAO E EXPORTACAO LTDA,SWITZERLAND,SWITZERLAND,Sugarcane equivalents,1079,9.6998175
2015,BRAZIL,SAO PAULO,JALLES MACHADO,JALLES MACHADO,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,405,3.423465
2015,BRAZIL,SAO PAULO,JALLES MACHADO,JALLES MACHADO,SOUTH KOREA,SOUTH KOREA,Sugarcane equivalents,544,0.8977086
2015,BRAZIL,SAO PAULO,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS,URUGUAY,URUGUAY,Sugarcane equivalents,33,0.0304308
2015,BRAZIL,SAO PAULO,LIGHTSWEET - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,LIGHTSWEET - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,12,0.0380385
2016,BRAZIL,SAO PAULO,"MBR COMERCIO, EXPORTACAO E IMPORTACAO LTDA.","MBR COMERCIO, EXPORTACAO E IMPORTACAO LTDA.",UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,3375,0.135
2017,BRAZIL,SAO PAULO,"MBR COMERCIO, EXPORTACAO E IMPORTACAO LTDA.","MBR COMERCIO, EXPORTACAO E IMPORTACAO LTDA.",UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,3427,0.129
2016,BRAZIL,SAO PAULO,RECOFARMA INDUSTRIA DO AMAZONAS LTDA,RECOFARMA INDUSTRIA DO AMAZONAS LTDA,GERMANY,EUROPEAN UNION,Sugarcane equivalents,92,0.684693
2015,BRAZIL,SAO PAULO,SEM FRONTEIRAS COMERCIO IMPORTACAO E EXPORTACAO LTDA -,SEM FRONTEIRAS COMERCIO IMPORTACAO E EXPORTACAO LTDA -,UNITED STATES,UNITED STATES,Sugarcane equivalents,177,0.111
2016,BRAZIL,SAO PAULO,SHOPBRAS COMERCIO E DISTRIBUICAO EPP,SHOPBRAS COMERCIO E DISTRIBUICAO EPP,UNITED STATES,UNITED STATES,Sugarcane equivalents,29,0.1445463
2017,BRAZIL,SAO PAULO,TEREOS ACUCAR E ENERGIA BRASIL S.A.,TEREOS ACUCAR E ENERGIA BRASIL S.A.,FRANCE,EUROPEAN UNION,Sugarcane equivalents,1950,1.141155
2017,BRAZIL,SAO PAULO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,ITALY,EUROPEAN UNION,Sugarcane equivalents,508,7.6077
2016,BRAZIL,SAO PAULO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,MEXICO,MEXICO,Sugarcane equivalents,31,0.76077
2016,BRAZIL,SAO PAULO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,SINGAPORE,SINGAPORE,Sugarcane equivalents,31,0.76077
2016,BRAZIL,SAO PAULO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,UNITED STATES,UNITED STATES,Sugarcane equivalents,341,8.36847
2016,BRAZIL,SAO PAULO,USINA SAO FRANCISCO S/A,USINA SAO FRANCISCO S/A,SPAIN,EUROPEAN UNION,Sugarcane equivalents,408,3.651696
2016,BRAZIL,SAO PAULO,USINA UNIAO E INDUSTRIA SA,USINA UNIAO E INDUSTRIA SA,UNITED KINGDOM,EUROPEAN UNION,Sugarcane equivalents,56,0.0304308
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,CAPE VERDE,CAPE VERDE,Sugarcane equivalents,19904,395.6004
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,COSTA RICA,COSTA RICA,Sugarcane equivalents,16521,395.6004
2016,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,COSTA RICA,COSTA RICA,Sugarcane equivalents,62772,989.001
2016,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,CROATIA,EUROPEAN UNION,Sugarcane equivalents,1433860,38038.5
2017,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,HAITI,HAITI,Sugarcane equivalents,1591365,29274.4296
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,MALAYSIA,MALAYSIA,Sugarcane equivalents,1713150,38038.5
2017,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,NAMIBIA,NAMIBIA,Sugarcane equivalents,137743,1978.002
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,1015350,22823.1
2017,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,SOMALIA,SOMALIA,Sugarcane equivalents,165291,2373.6024
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,SPAIN,EUROPEAN UNION,Sugarcane equivalents,82607,1978.002
2017,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,TANZANIA,TANZANIA,Sugarcane equivalents,550971,7912.008
2017,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Sugarcane equivalents,68045,989.001
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,UNITED KINGDOM,EUROPEAN UNION,Sugarcane equivalents,1713150,38038.5
2015,BRAZIL,SUAPE,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,AGROVAL-AGROINDUSTRIAL VALE DO PARAIBA,UNITED STATES,UNITED STATES,Sugarcane equivalents,942819,13168.244007
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,ALBANIA,ALBANIA,Sugarcane equivalents,301472,7318.6074
2016,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,ALBANIA,ALBANIA,Sugarcane equivalents,643503,15230.6154
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,CYPRUS,EUROPEAN UNION,Sugarcane equivalents,110333,2054.079
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,GREECE,EUROPEAN UNION,Sugarcane equivalents,243730,5934.006
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,ISRAEL,ISRAEL,Sugarcane equivalents,386762,7516.4076
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,MONTENEGRO,MONTENEGRO,Sugarcane equivalents,704128,17208.6174
2015,BRAZIL,SUAPE,BIOSEV SA,LOUIS DREYFUS,SIERRA LEONE,SIERRA LEONE,Sugarcane equivalents,109404,2054.079
2017,BRAZIL,SUAPE,COMPANHIA AGRO INDUSTRIAL DE GOIANA,COMPANHIA AGRO INDUSTRIAL DE GOIANA,ANGOLA,ANGOLA,Sugarcane equivalents,1141119,17117.325
2015,BRAZIL,SUAPE,COMPANHIA AGRO INDUSTRIAL DE GOIANA,COMPANHIA AGRO INDUSTRIAL DE GOIANA,CAMEROON,CAMEROON,Sugarcane equivalents,216551,4108.158
2015,BRAZIL,SUAPE,COMPANHIA AGRO INDUSTRIAL DE GOIANA,COMPANHIA AGRO INDUSTRIAL DE GOIANA,CAPE VERDE,CAPE VERDE,Sugarcane equivalents,108275,2054.079
