YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,THE OBROMA BV,THE OBROMA BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2841992,789.99999984
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,THEOBROMA USA INC,THEOBROMA USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,423000,103.04347824
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,GERMANY,EUROPEAN UNION,Cocoa equivalents,304000,68.69565216
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,GERMANY,EUROPEAN UNION,Cocoa equivalents,1054800,309.13043472
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,GERMANY,EUROPEAN UNION,Cocoa equivalents,2557400,755.65217376
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,430000,171.7391304
2016,COLOMBIA,ESPECIAL DE CARTAGENA,CONSEJO COMUNIT BAJO RIO MIRA Y LA FRONTERA,CONSEJO COMUNIT BAJO RIO MIRA Y LA FRONTERA,MAX FELCHLIN AG,MAX FELCHLIN AG,BELGIUM,EUROPEAN UNION,Cocoa equivalents,47825,12.5
2016,COLOMBIA,ESPECIAL DE CARTAGENA,CONSUMOS AGRICOLAS DEL CARIBE S A S,CONSUMOS AGRICOLAS DEL CARIBE S A S,ELAH DUFOUR S P A,ELAH DUFOUR S P A,ITALY,EUROPEAN UNION,Cocoa equivalents,39463.38,12.54
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,DOMORI S R L,DOMORI S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,197325,50
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,DOMORI S R L,DOMORI S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,43750,12.5
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,320700,100
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,COOP CAFETERA DEL NORORIENTE COLOMBIANO LTDA,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,98200,25
2015,COLOMBIA,ESPECIAL DE CARTAGENA,CORP DE SERVS Y ASISTENCIA TECNICA LAS VARAS,CORP DE SERVS Y ASISTENCIA TECNICA LAS VARAS,FELCHLIN AG SCHWYZ,FELCHLIN AG SCHWYZ,SWITZERLAND,SWITZERLAND,Cocoa equivalents,55810,14.5
2015,COLOMBIA,ESPECIAL DE CARTAGENA,CORP SOLANO,CORP SOLANO,WILHELM EBERHARD OHG,WILHELM EBERHARD OHG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,18676.56,3.36
2017,COLOMBIA,ESPECIAL DE CARTAGENA,CORP SOLANO,CORP SOLANO,WILHELM EBERHARD OHG,WILHELM EBERHARD OHG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7969.5,1.5
2017,COLOMBIA,ESPECIAL DE CARTAGENA,D ORIGENN S A S,D ORIGENN S A S,CACAO CAMPAGNOLI DI GINO RAFAEL CAMPAGNOLI,CACAO CAMPAGNOLI DI GINO RAFAEL CAMPAGNOLI,ITALY,EUROPEAN UNION,Cocoa equivalents,66250,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,D ORIGENN S A S,D ORIGENN S A S,CACAO CAMPAGNOLI DI GINO RAFAEL CAMPAGNOLI,CACAO CAMPAGNOLI DI GINO RAFAEL CAMPAGNOLI,ITALY,EUROPEAN UNION,Cocoa equivalents,117000,50
2017,COLOMBIA,ESPECIAL DE CARTAGENA,D ORIGENN S A S,D ORIGENN S A S,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,60625,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,D ORIGENN S A S,D ORIGENN S A S,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,252125,100
2018,COLOMBIA,ESPECIAL DE CARTAGENA,D ORIGENN S A S,D ORIGENN S A S,INTL COCOA INC,INTL COCOA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,120000,40
2017,COLOMBIA,ESPECIAL DE CARTAGENA,DUAS RODAS COL S A S,DUAS RODAS COL S A S,DUAS RODAS INDL LTD,DUAS RODAS INDL LTD,BRAZIL,BRAZIL,Cocoa equivalents,11970,4.413043481
2018,COLOMBIA,ESPECIAL DE CARTAGENA,EL COLABORATORIO SAS,EL COLABORATORIO SAS,ROMANI AND CO S P A,ROMANI AND CO S P A,ITALY,EUROPEAN UNION,Cocoa equivalents,19669.28,3.7140096618
2017,COLOMBIA,ESPECIAL DE CARTAGENA,EL COLABORATORIO SAS,EL COLABORATORIO SAS,ROMANI,ROMANI,ITALY,EUROPEAN UNION,Cocoa equivalents,21531.75,4
2015,COLOMBIA,ESPECIAL DE CARTAGENA,EPA BALVARA S A S,EPA BALVARA S A S,SINGLE ORIGIN COFFEE INC,SINGLE ORIGIN COFFEE INC,CANADA,CANADA,Cocoa equivalents,35630,7
2013,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,GEPA GMBH,GEPA GMBH,GERMANY,EUROPEAN UNION,Cocoa equivalents,45750,12.5
2015,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,GEPA GMBH,GEPA GMBH,GERMANY,EUROPEAN UNION,Cocoa equivalents,49750,12.5
2015,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,76520,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,172049.25,50
2017,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,86496.7,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,220575,75
2014,COLOMBIA,ESPECIAL DE CARTAGENA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,LUSH MFG LTD,LUSH MFG LTD,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Cocoa equivalents,171278.1,50
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,ESTONIA,EUROPEAN UNION,Cocoa equivalents,159500,50
2018,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,CARGILL INDONESIA,CARGILL,INDONESIA,INDONESIA,Cocoa equivalents,276500,100.08
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,111550,50
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,COCOA SOURCE S A,COCOA SOURCE S A,MALAYSIA,MALAYSIA,Cocoa equivalents,237000,75
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,DUTCH COCOA,DUTCH COCOA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,165475,50
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,ESCONDIDO COFFEE AND COCOA GMBH AND CO KG,ESCONDIDO COFFEE AND COCOA GMBH AND CO KG,ESTONIA,EUROPEAN UNION,Cocoa equivalents,200600,100
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,ESCONDIDO COFFEE AND COCOA GMBH AND CO KG,ESCONDIDO COFFEE AND COCOA GMBH AND CO KG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,56625,25
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,2525033.68,1275.82
2018,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,1956394.88,950.75
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,HUYSER MOLLER BV,HUYSER MOLLER BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,153000,50
2018,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,MANTORIA INC,MANTORIA INC,CANADA,CANADA,Cocoa equivalents,605283.84,300.24
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,290200,125
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,598150,200
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,1482700,475
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,578100,175
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,77000,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,1104812.88,350
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,589350,300
2018,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,NESTLE MEXICO S A DE C V,NESTLE MEXICO S A DE C V,MEXICO,MEXICO,Cocoa equivalents,662779.79,300.24
2018,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,PT PAPANDAYAN COCOA INDS,PT PAPANDAYAN COCOA INDS,INDONESIA,INDONESIA,Cocoa equivalents,96076.8,50.04
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,949500,300
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FED NAL DE CACAOTEROS,FED NAL DE CACAOTEROS,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1406250,450
2015,COLOMBIA,ESPECIAL DE CARTAGENA,GARCIA Y ARANDA ASOCIADOS S A S,GARCIA Y ARANDA ASOCIADOS S A S,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,80250,25
2013,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,DAARNHOUWER CO BV,DAARNHOUWER CO BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,133750,50
2017,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,DAARNHOUWER CO BV,DAARNHOUWER CO BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,56000,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,76500,25
2017,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,426895,151.18
2014,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,168250,50
2015,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,117502,37.42
2016,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,237985,70.7
2014,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,SPAIN,EUROPEAN UNION,Cocoa equivalents,300000,100
2015,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,SPAIN,EUROPEAN UNION,Cocoa equivalents,379005,125
2016,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,SPAIN,EUROPEAN UNION,Cocoa equivalents,221150,75
2013,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,313125,125
2015,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL COCOA INC,INTL COCOA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,76460,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,INTL FCSTONE LTD,INTL FCSTONE LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,69710,25
2017,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,LOVING EARTH,LOVING EARTH,AUSTRALIA,AUSTRALIA,Cocoa equivalents,3697,0.51
2016,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,74150,25
2015,COLOMBIA,ESPECIAL DE CARTAGENA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,80000,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,GRUPO SUAGU S A S,GRUPO SUAGU S A S,COCOANECT BV,COCOANECT BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,73780,11.9
2018,COLOMBIA,ESPECIAL DE CARTAGENA,IAB GROUP S A S,IAB GROUP S A S,DAARMHOUWER COCOA,DAARMHOUWER COCOA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,74125,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,IND COL DE CAFE S A S,IND COL DE CAFE S A S,ALTRATEC SDN BHD,ALTRATEC SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,437.5,0.110326087025
2017,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,53225,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,C STEINWEG,C STEINWEG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,5530,3.5
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,158450,50
2018,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,64750,25
2017,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,GENERAL COCOA CO N Y,GENERAL COCOA CO N Y,UNITED STATES,UNITED STATES,Cocoa equivalents,51875,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,GENERAL COCOA CO N Y,GENERAL COCOA CO N Y,UNITED STATES,UNITED STATES,Cocoa equivalents,52500,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,MOLENBERGNATIE ESPANA SL,MOLENBERGNATIE ESPANA SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,139600,50
2018,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,MOLENBERGNATIE ESPANA SL,MOLENBERGNATIE ESPANA SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,155225,75
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,SPAIN,EUROPEAN UNION,Cocoa equivalents,75237.5,25
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,83075,25
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,708425,225
2017,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,1016975,500
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,TRANSMAR COMMODITY GROUP LTD,TRANSMAR COMMODITY GROUP LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,160225,50
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,160300,50
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,241625,75
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,WALTER MATTER SA,WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,155325,50
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,WALTER MATTER SA,WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,917837.5,325
2018,COLOMBIA,ESPECIAL DE CARTAGENA,MARKA TRADING S A S,MARKA TRADING S A S,BH SHIPPING MARTIME AND TRADING GROUP B V,BH SHIPPING MARTIME AND TRADING GROUP B V,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,37030,20
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MISION CHOCOLATE CORP PARA EL DES SOCIAL Y ECONOMICO DE COLO,MISION CHOCOLATE CORP PARA EL DES SOCIAL Y ECONOMICO DE COLO,QL LOGISTICS SOLUTIONS S L,QL LOGISTICS SOLUTIONS S L,SPAIN,EUROPEAN UNION,Cocoa equivalents,201246,75
2017,COLOMBIA,ESPECIAL DE CARTAGENA,M Y M TRADING S A S,M Y M TRADING S A S,COCOANECT BV,COCOANECT BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,27300,13.02
2017,COLOMBIA,ESPECIAL DE CARTAGENA,M Y M TRADING S A S,M Y M TRADING S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,50916,25.02
2018,COLOMBIA,ESPECIAL DE CARTAGENA,M Y M TRADING S A S,M Y M TRADING S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,435925,200.04
2018,COLOMBIA,ESPECIAL DE CARTAGENA,M Y M TRADING S A S,M Y M TRADING S A S,MANUFACTURE CLUIZEL MONSIEUR HAUDEBOURG,MANUFACTURE CLUIZEL MONSIEUR HAUDEBOURG,FRANCE,EUROPEAN UNION,Cocoa equivalents,52000,13.02
2017,COLOMBIA,ESPECIAL DE CARTAGENA,M Y M TRADING S A S,M Y M TRADING S A S,MANUFAKTURA CZEKOLADY CHOCOLATE STORY,MANUFAKTURA CZEKOLADY CHOCOLATE STORY,POLAND,EUROPEAN UNION,Cocoa equivalents,34627,15.48
2016,COLOMBIA,ESPECIAL DE CARTAGENA,PROCOLCACAO CI S A S,PROCOLCACAO CI S A S,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,95573,24.65
2017,COLOMBIA,ESPECIAL DE CARTAGENA,PROCOLCACAO CI S A S,PROCOLCACAO CI S A S,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,50375,12.5
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RESTCAFE S A S,RESTCAFE S A S,GABRIFER S A,GABRIFER S A,URUGUAY,URUGUAY,Cocoa equivalents,12,0.00064934782649
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SAB COLOMBIA COFFEE S A S,SAB COLOMBIA COFFEE S A S,SOUTH AMERICAN BEAN PTY LTD,SOUTH AMERICAN BEAN PTY LTD,AUSTRALIA,AUSTRALIA,Cocoa equivalents,768,0.24
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AAK MEXICO SA DE CV,AAK MEXICO SA DE CV,MEXICO,MEXICO,Cocoa equivalents,20115,4.5391304376
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AAK MEXICO SA DE CV,AAK MEXICO SA DE CV,MEXICO,MEXICO,Cocoa equivalents,7410,1.6391304358
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AGROINDS UNIDAS DE CACAO S A DE C V,AGROINDS UNIDAS DE CACAO S A DE C V,MEXICO,MEXICO,Cocoa equivalents,635592.68,300.564
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,GERMANY,EUROPEAN UNION,Cocoa equivalents,205887.23,68.69565216
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,GERMANY,EUROPEAN UNION,Cocoa equivalents,1145474.32,377.82608688
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALCHEF PRODS S A DE C V,ALCHEF PRODS S A DE C V,MEXICO,MEXICO,Cocoa equivalents,3237.2,0.61920495181915
