YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALCHEF PRODS S A DE C V,ALCHEF PRODS S A DE C V,MEXICO,MEXICO,Cocoa equivalents,10677.6,2.05687739141679
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALCHEF PRODS S A DE C V,ALCHEF PRODS S A DE C V,MEXICO,MEXICO,Cocoa equivalents,12913.75,3.731978260112
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALCHEF PRODS S A DE C V,ALCHEF PRODS S A DE C V,MEXICO,MEXICO,Cocoa equivalents,12458.6,2.748536231712
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ALCHEF PRODS S A DE C V,ALCHEF PRODS S A DE C V,MEXICO,MEXICO,Cocoa equivalents,34980.5,10.294144929794
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,57400.12,14.180086956864
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,41985.2,10.09985507646
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,107355.35,30.623391302646
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,80335.06,20.99342995332
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ANDY CONCEPT CO LTD,ANDY CONCEPT CO LTD,TAIWAN,TAIWAN,Cocoa equivalents,454.8,0.082413043487
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ANDY CONCEPT CO LTD,ANDY CONCEPT CO LTD,TAIWAN,TAIWAN,Cocoa equivalents,26670.34,4.2828231876432
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,2412943.24,649.951113346926
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,271185,72.39717392952
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,446190.48,128.153492725646
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,1290681.85,372.821799435394
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1346039.15,395.289816388496
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1264718.7,362.635019477263
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1768987.4,453.597717325445
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,380246,100.493565202584
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ATLANTICA EMP DE CIO EXTERIOR LTD,ATLANTICA EMP DE CIO EXTERIOR LTD,BRAZIL,BRAZIL,Cocoa equivalents,23207.8,6.872502413304
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ATLANTIC COCOA CO,ATLANTIC COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,729000,171.7391304
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ATLANTIC COCOA CO,ATLANTIC COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,317504,103.04347824
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARBERI INTL CORP,BARBERI INTL CORP,UNITED STATES,UNITED STATES,Cocoa equivalents,672,0.060521739168
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARBERI INTL CORP,BARBERI INTL CORP,UNITED STATES,UNITED STATES,Cocoa equivalents,940.8,0.0847304348352
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARBERI INTL CORP,BARBERI INTL CORP,UNITED STATES,UNITED STATES,Cocoa equivalents,340,0.030260869584
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARRY CALLEBAUT,BARRY CALLEBAUT,FRANCE,EUROPEAN UNION,Cocoa equivalents,1454810,412.17391296
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,1008300,240.43478256
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,506300,171.7391304
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,202393.44,68.6527173774
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BLOMMER CHOCOLATE CO,BLOMMER CHOCOLATE CO,UNITED STATES,UNITED STATES,Cocoa equivalents,386400,103.04347824
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,54000,34.34782608
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,144500,34.34782608
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,112000,34.34782608
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BONAFIDE S A I C,BONAFIDE S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,98121.8,34.27845409782
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CACAO BIMO,CACAO BIMO,ALGERIA,ALGERIA,Cocoa equivalents,322104.41,100.188
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CAMPANIA OLIVE OIL CO PTY LTD,CAMPANIA OLIVE OIL CO PTY LTD,AUSTRALIA,AUSTRALIA,Cocoa equivalents,10,0.00286804347768
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CAMPANIA OLIVE OIL CO PTY LTD,CAMPANIA OLIVE OIL CO PTY LTD,AUSTRALIA,AUSTRALIA,Cocoa equivalents,4250,0.858695652
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,92095.76,34.70608695
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,10410.06,2.58946782615
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,36604.7,6.95734299424
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,188982.15,45.292958929935
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,75259.16,25.717391298
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,150504.56,41.144927526
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,534446.37,148.35748788
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,83216.46,22.80193236
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,89900.4,27.420289848
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,83861.05,28.57487922
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,ITALY,EUROPEAN UNION,Cocoa equivalents,2829.4,0.413565217648
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,24052.96,10.35
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,33291.43,10.35
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,52772.94,14.951434778432
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,486126.43,122.685470500588
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,342965.51,82.9128662858893
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,217237.09,52.19188404796
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3628.62,0.7980676326
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3328.56,0.5
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASALUKER USA INC,CASALUKER USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,30759.71,12.281400963
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CENTAK ENTERPRISES INC,CENTAK ENTERPRISES INC,GERMANY,EUROPEAN UNION,Cocoa equivalents,524416,137.39130432
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CENTAK ENTERPRISES INC,CENTAK ENTERPRISES INC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,290972.16,68.69565216
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE ALIMENTS,CHOCOLATE ALIMENTS,CANADA,CANADA,Cocoa equivalents,2287,0.57171497595
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE ALIMENTS,CHOCOLATE ALIMENTS,CANADA,CANADA,Cocoa equivalents,2820,0.4322347827356
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE ALIMENTS,CHOCOLATE ALIMENTS,CANADA,CANADA,Cocoa equivalents,3117,0.629227053
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE ALIMENTS,CHOCOLATE ALIMENTS,CANADA,CANADA,Cocoa equivalents,6994.32,1.3583333333
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE ALIMENTS,CHOCOLATE ALIMENTS,CANADA,CANADA,Cocoa equivalents,12015.01,2.346483091992
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,645400.34,220.176193178736
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,1296705.84,328.83477044868
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,1331139.91,319.50985498677
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,130036.2,32.724231875208
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,134640.53,33.108231875202
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,980640.12,295.858434704348
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES DEL NORTE S A,CHOCOLATES DEL NORTE S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,234550.57,75.141
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES DEL NORTE S A,CHOCOLATES DEL NORTE S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,710541.38,250.288
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES DEL NORTE S A,CHOCOLATES DEL NORTE S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,265044.12,100.188
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES DEL NORTE S A,CHOCOLATES DEL NORTE S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,603538.52,300.564
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,765589.66,250.739748764164
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,1109679.31,287.53570049932
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,967712.64,251.50637684591
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,1040661.34,258.920347835506
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,1606365.81,417.74434785779
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,657009.82,169.61115941538
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES LACASA ARGENTINA S A,CHOCOLATES LACASA ARGENTINA S A,ARGENTINA,ARGENTINA,Cocoa equivalents,263736.74,108.57623185764
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES LACASA ARGENTINA S A,CHOCOLATES LACASA ARGENTINA S A,ARGENTINA,ARGENTINA,Cocoa equivalents,141089.32,37.872115934764
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATES LACASA ARGENTINA S A,CHOCOLATES LACASA ARGENTINA S A,ARGENTINA,ARGENTINA,Cocoa equivalents,97650,28.50241545
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOMAKER INC,CHOCOMAKER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,2,0.0858695652
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CORDIS S A,CORDIS S A,ARGENTINA,ARGENTINA,Cocoa equivalents,87442.2,23.594869568444
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CURRENT SPECIALTIES LLC,CURRENT SPECIALTIES LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,13860,7.8804347875
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,DELFI COCOA EUROPE BV,DELFI COCOA EUROPE BV,FRANCE,EUROPEAN UNION,Cocoa equivalents,72000,34.34782608
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,DEL TURISTA S A CIAL E INDL,DEL TURISTA S A CIAL E INDL,ARGENTINA,ARGENTINA,Cocoa equivalents,157149.68,37.148154580584
