YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,CANADA,CANADA,Cocoa equivalents,5109871.50254669,2327.325
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,CANADA,CANADA,Cocoa equivalents,16935238.4181185,9509.5
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,CANADA,CANADA,Cocoa equivalents,30749270.4589041,14164.15
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,3187799.02961673,1751.75
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,7674008.37328767,3603.6
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,4138472.3964687,1551.55
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,8552437.52631579,4304.3
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,7191273.73344949,3253.25
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,32196536.2414384,14864.85
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,GERMANY,EUROPEAN UNION,Cocoa equivalents,11759658.8268251,5205.2
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,GERMANY,EUROPEAN UNION,Cocoa equivalents,1548857.30662021,750.75
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,GERMANY,EUROPEAN UNION,Cocoa equivalents,10001407.8304795,4529.525
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,INDIA,INDIA,Cocoa equivalents,7142732.91463415,3781.135
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,INDIA,INDIA,Cocoa equivalents,3279764.78082191,1501.5
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,INDONESIA,INDONESIA,Cocoa equivalents,761764.515248797,300.3
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,INDONESIA,INDONESIA,Cocoa equivalents,9818348.63837012,4979.734
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,INDONESIA,INDONESIA,Cocoa equivalents,11060678.4195205,5030.025
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,ITALY,EUROPEAN UNION,Cocoa equivalents,18675773.0856165,8483.475
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,MALAYSIA,MALAYSIA,Cocoa equivalents,29331440.2750424,14576.291
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,MALAYSIA,MALAYSIA,Cocoa equivalents,5332698.42334495,2802.8
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,MALAYSIA,MALAYSIA,Cocoa equivalents,6825064.10445205,3078.075
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,MEXICO,MEXICO,Cocoa equivalents,381316.332263242,150.15
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,MEXICO,MEXICO,Cocoa equivalents,100104.161290323,50.05
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10873600.7809847,4804.8
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,43740790.4390244,23254.711
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,16203074.6609589,7192.18
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SPAIN,EUROPEAN UNION,Cocoa equivalents,2290740.82664526,900.9
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SPAIN,EUROPEAN UNION,Cocoa equivalents,6689490.56536502,3228.225
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SPAIN,EUROPEAN UNION,Cocoa equivalents,11185960.5,5681.295
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SPAIN,EUROPEAN UNION,Cocoa equivalents,6280714.14212329,2802.8
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,TUNISIA,TUNISIA,Cocoa equivalents,2517695.50342466,1201.2
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,TURKEY,TURKEY,Cocoa equivalents,40968257.4654896,16025.05
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,TURKEY,TURKEY,Cocoa equivalents,7034632.50424448,3303.3
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,TURKEY,TURKEY,Cocoa equivalents,12116894.5853659,6681.675
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,TURKEY,TURKEY,Cocoa equivalents,5438851.73972603,2502.5
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1768770.90940767,1001
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,16506021.2123288,7657.65
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED STATES,UNITED STATES,Cocoa equivalents,64778395.7640449,25052.215
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED STATES,UNITED STATES,Cocoa equivalents,41148221.229202,19544.525
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED STATES,UNITED STATES,Cocoa equivalents,33238439.6602788,16781.645
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNITED STATES,UNITED STATES,Cocoa equivalents,55195192.8732877,24574.55
2016,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00321027287319422,313.78
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0101867572156197,116.558
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1716.23170731707,26.076
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00513698630136987,88.591
2016,COTE D'IVOIRE,SUCSO (STE USINAGE & CONDIT.DU S.O),SUCSO (STE USINAGE & CONDIT.DU S.O),LEBANON,LEBANON,Cocoa equivalents,756.590690208668,0.08550724635
2016,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,18911479.3210273,6256.25
2017,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,10006331.1358234,3453.45
2018,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5312156.91289199,2527.525
2019,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,13659590.1575342,6206.2
2016,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00963081861958266,28.243
2017,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.0033955857385399,32.46
2016,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.0529695024077,5.051
2018,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2.28745644599303,39.033
2019,COTE D'IVOIRE,SUSCOM CI,SUSCOM CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00856164383561645,63.212
2018,COTE D'IVOIRE,TAFI SA,TAFI SA,ALGERIA,ALGERIA,Cocoa equivalents,35238.8327526132,7.434782613
2018,COTE D'IVOIRE,TAFI SA,TAFI SA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,28823.2526132404,8.58695652
2018,COTE D'IVOIRE,TAFI SA,TAFI SA,GERMANY,EUROPEAN UNION,Cocoa equivalents,51996.5905923345,22.80193236
2018,COTE D'IVOIRE,TAFI SA,TAFI SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,426829.163763066,179.61352652
2019,COTE D'IVOIRE,TAFI SA,TAFI SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,45153.2037671233,40
2018,COTE D'IVOIRE,TAFI SA,TAFI SA,UNITED STATES,UNITED STATES,Cocoa equivalents,290116.695121952,85.8695652
2019,COTE D'IVOIRE,TAFI SA,TAFI SA,UNITED STATES,UNITED STATES,Cocoa equivalents,244907.301369863,68.69565216
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4978086.10272873,2002
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3093995.92529712,1026.025
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1187909.55749129,525.525
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1183646.32705479,550.55
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,BULGARIA,EUROPEAN UNION,Cocoa equivalents,1984373.26027397,1001
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,CANADA,CANADA,Cocoa equivalents,5374779.26825127,1651.65
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,CANADA,CANADA,Cocoa equivalents,140788.571428571,75.075
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,5298289.01284109,1776.775
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,7036414.7979452,3253.25
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,126053.245585875,50.05
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1512412.8554007,775.775
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2382554.88527397,1151.15
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,FRANCE,EUROPEAN UNION,Cocoa equivalents,1373144.37399679,450.45
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,GERMANY,EUROPEAN UNION,Cocoa equivalents,5022978.81154499,2078.081
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,GERMANY,EUROPEAN UNION,Cocoa equivalents,2567341.98780488,1326.325
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,GERMANY,EUROPEAN UNION,Cocoa equivalents,253397.087328767,125.125
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,INDIA,INDIA,Cocoa equivalents,646837.599303136,325.325
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,INDIA,INDIA,Cocoa equivalents,1770438.05308219,850.85
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,INDONESIA,INDONESIA,Cocoa equivalents,488446.297113752,250.25
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,INDONESIA,INDONESIA,Cocoa equivalents,3108455.54794521,1501.5
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,1572077.07544141,550.55
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,9427472.71986417,3278.275
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,8630374.82752614,4054.05
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,7491009.84589041,3653.65
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MEXICO,MEXICO,Cocoa equivalents,770440.974317817,250.25
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,MEXICO,MEXICO,Cocoa equivalents,1378411.07142857,725.725
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21176380.1203852,7807.8
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,20448457.2173175,7157.15
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21323310.7630662,9809.8
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2525799.49486301,1251.25
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,SPAIN,EUROPEAN UNION,Cocoa equivalents,868458.638844302,275.275
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,SPAIN,EUROPEAN UNION,Cocoa equivalents,961565.305602716,325.325
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,SPAIN,EUROPEAN UNION,Cocoa equivalents,109229.196917808,50.05
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,SRI LANKA,SRI LANKA,Cocoa equivalents,464352.410958904,200.2
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,TUNISIA,TUNISIA,Cocoa equivalents,1422763.99143836,650.65
2016,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,TURKEY,TURKEY,Cocoa equivalents,1304794.6035313,525.525
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,TURKEY,TURKEY,Cocoa equivalents,495887.899830221,225.225
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,TURKEY,TURKEY,Cocoa equivalents,442184.214285714,225.225
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,TURKEY,TURKEY,Cocoa equivalents,1790451.47945205,900.9
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3826008.47945206,1901.9
2017,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,UNITED STATES,UNITED STATES,Cocoa equivalents,11688884.2308998,4779.775
2018,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,UNITED STATES,UNITED STATES,Cocoa equivalents,732569.578397212,400.4
2019,COTE D'IVOIRE,TAN IVOIRE SARL,TAN IVOIRE SARL,UNITED STATES,UNITED STATES,Cocoa equivalents,180035.48630137,75.075
2018,COTE D'IVOIRE,TIZIE FOODS,TIZIE FOODS,MALAYSIA,MALAYSIA,Cocoa equivalents,434921.205574913,250.25
2018,COTE D'IVOIRE,TIZIE FOODS,TIZIE FOODS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,208537.18641115,100.1
2018,COTE D'IVOIRE,TIZIE FOODS,TIZIE FOODS,SPAIN,EUROPEAN UNION,Cocoa equivalents,302024.773519163,150.15
2016,COTE D'IVOIRE,TOUTON,TOUTON,BELGIUM,EUROPEAN UNION,Cocoa equivalents,27611108.29374,9809.8
2017,COTE D'IVOIRE,TOUTON,TOUTON,BELGIUM,EUROPEAN UNION,Cocoa equivalents,56472218.614601,24724.7
2018,COTE D'IVOIRE,TOUTON,TOUTON,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2927121.25958188,1501.5
2019,COTE D'IVOIRE,TOUTON,TOUTON,BELGIUM,EUROPEAN UNION,Cocoa equivalents,15398318.760274,7957.95
2017,COTE D'IVOIRE,TOUTON,TOUTON,BULGARIA,EUROPEAN UNION,Cocoa equivalents,1062960.63837012,500.5
2018,COTE D'IVOIRE,TOUTON,TOUTON,BULGARIA,EUROPEAN UNION,Cocoa equivalents,18347409.8414634,9609.6
2019,COTE D'IVOIRE,TOUTON,TOUTON,BULGARIA,EUROPEAN UNION,Cocoa equivalents,23250487.9777397,10785.775
2018,COTE D'IVOIRE,TOUTON,TOUTON,CANADA,CANADA,Cocoa equivalents,21294533.2212543,11861.85
2019,COTE D'IVOIRE,TOUTON,TOUTON,CANADA,CANADA,Cocoa equivalents,18839647.7671233,8508.5
2016,COTE D'IVOIRE,TOUTON,TOUTON,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,2106209.48956661,756.404
2017,COTE D'IVOIRE,TOUTON,TOUTON,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,1704481.89134126,702.241
2016,COTE D'IVOIRE,TOUTON,TOUTON,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00160513643659711,84.507
2016,COTE D'IVOIRE,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,18954876.8812199,6806.8
2017,COTE D'IVOIRE,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,23705185.9235993,10210.2
2018,COTE D'IVOIRE,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,5777348.13240418,2877.875
2019,COTE D'IVOIRE,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,48447375.5787671,22422.4
2016,COTE D'IVOIRE,TOUTON,TOUTON,FRANCE,EUROPEAN UNION,Cocoa equivalents,0.00160513643659711,86.04
2017,COTE D'IVOIRE,TOUTON,TOUTON,FRANCE,EUROPEAN UNION,Cocoa equivalents,0.0067911714770798,253.318
2018,COTE D'IVOIRE,TOUTON,TOUTON,FRANCE,EUROPEAN UNION,Cocoa equivalents,903911.031358885,400.4
2016,COTE D'IVOIRE,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,3477873.09309791,1201.2
2017,COTE D'IVOIRE,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,2162680.15449915,1001
2018,COTE D'IVOIRE,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,903911.031358885,400.4
2019,COTE D'IVOIRE,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,47854.5342465753,25.025
2019,COTE D'IVOIRE,TOUTON,TOUTON,GHANA,GHANA,Cocoa equivalents,11275500.9657534,5005
2016,COTE D'IVOIRE,TOUTON,TOUTON,INDONESIA,INDONESIA,Cocoa equivalents,2640793.85393258,951.62
2017,COTE D'IVOIRE,TOUTON,TOUTON,INDONESIA,INDONESIA,Cocoa equivalents,12807840.4414262,5955.95
2018,COTE D'IVOIRE,TOUTON,TOUTON,INDONESIA,INDONESIA,Cocoa equivalents,1412362.27177701,625.625
2019,COTE D'IVOIRE,TOUTON,TOUTON,INDONESIA,INDONESIA,Cocoa equivalents,4298030.1969178,2002
2016,COTE D'IVOIRE,TOUTON,TOUTON,ITALY,EUROPEAN UNION,Cocoa equivalents,11511652.6179775,4204.2
2019,COTE D'IVOIRE,TOUTON,TOUTON,ITALY,EUROPEAN UNION,Cocoa equivalents,28217328.104452,13763.75
2016,COTE D'IVOIRE,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,5004660.06581059,1776.775
2017,COTE D'IVOIRE,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,33200034.7266554,15490.475
2018,COTE D'IVOIRE,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,9652876.00174216,4954.95
2019,COTE D'IVOIRE,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,17835430.3938356,8658.65
2016,COTE D'IVOIRE,TOUTON,TOUTON,MEXICO,MEXICO,Cocoa equivalents,4497630.79614767,1624.685
2017,COTE D'IVOIRE,TOUTON,TOUTON,MEXICO,MEXICO,Cocoa equivalents,2083407.15280136,775.775
2018,COTE D'IVOIRE,TOUTON,TOUTON,MEXICO,MEXICO,Cocoa equivalents,1850782.67421603,1026.025
2019,COTE D'IVOIRE,TOUTON,TOUTON,MEXICO,MEXICO,Cocoa equivalents,443285.407534246,200.2
2016,COTE D'IVOIRE,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,15093998.9598716,5333.338
2017,COTE D'IVOIRE,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,26880180.6468591,13007.272
2018,COTE D'IVOIRE,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10394980.7630662,4604.6
2019,COTE D'IVOIRE,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10727474.729452,5605.6
2016,COTE D'IVOIRE,TOUTON,TOUTON,SINGAPORE,SINGAPORE,Cocoa equivalents,1370407.88764045,500.5
2016,COTE D'IVOIRE,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,4663320.61155698,1651.65
2017,COTE D'IVOIRE,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,2484603.35314092,1101.1
2018,COTE D'IVOIRE,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,1262000.18641115,625.625
2019,COTE D'IVOIRE,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,7691021.69349315,3953.95
2017,COTE D'IVOIRE,TOUTON,TOUTON,TUNISIA,TUNISIA,Cocoa equivalents,1025337.63497453,500.5
2019,COTE D'IVOIRE,TOUTON,TOUTON,TUNISIA,TUNISIA,Cocoa equivalents,1442383.17294521,750.75
2016,COTE D'IVOIRE,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,13270464.4879615,4754.75
2017,COTE D'IVOIRE,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,37541297.8692699,16741.725
2018,COTE D'IVOIRE,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,20035576.8919861,10635.625
2019,COTE D'IVOIRE,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,27009547.2773972,12537.525
2016,COTE D'IVOIRE,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,13667824.0016051,4754.75
2017,COTE D'IVOIRE,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,26385495.8930391,10210.2
2018,COTE D'IVOIRE,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,23442016.4442509,11861.85
2019,COTE D'IVOIRE,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,20356859.4623288,9709.7
2016,COTE D'IVOIRE,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,73191278.9133226,25575.55
2017,COTE D'IVOIRE,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,81439173.6570459,31931.9
2018,COTE D'IVOIRE,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,61193672.358885,28153.125
2019,COTE D'IVOIRE,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,42704904.4777397,20495.475
2019,COTE D'IVOIRE,TOUTON,TOUTON,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00171232876712329,35.309
2016,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),BELGIUM,EUROPEAN UNION,Cocoa equivalents,2044053.61316212,700.891
2017,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),BELGIUM,EUROPEAN UNION,Cocoa equivalents,2345159.86926995,900.945
2018,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),BELGIUM,EUROPEAN UNION,Cocoa equivalents,155180.684668989,75.84
2017,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),CANADA,CANADA,Cocoa equivalents,244027.140916808,125.21
2016,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00802568218298555,4.593
2017,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,1.11714770797963,16.181
2017,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),FRANCE,EUROPEAN UNION,Cocoa equivalents,2712347.66893039,1126.125
2016,COTE D'IVOIRE,TROPICALE DE CACAO (TROPICAO),TROPICALE DE CACAO (TROPICAO),GERMANY,EUROPEAN UNION,Cocoa equivalents,343315.04975923,125.41
