YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7788090.14446227,2467.95
2017,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,30327595.4312394,11536.525
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,13446112.8501742,5755.75
2019,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,39690778.7003425,17492.475
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,2175867.79454254,700.7
2017,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,4079038.27674024,1376.375
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,4418076.09581882,2227.225
2019,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1281319.89726027,575.575
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,TURKEY,TURKEY,Cocoa equivalents,5541300.30337079,1751.75
2017,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,TURKEY,TURKEY,Cocoa equivalents,6215504.21222411,2502.5
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,TURKEY,TURKEY,Cocoa equivalents,6737216.64459931,2977.975
2019,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,TURKEY,TURKEY,Cocoa equivalents,7578279.08390411,3328.325
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,15044351.682183,4504.5
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,9474096.77526132,5005
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED STATES,UNITED STATES,Cocoa equivalents,8663141.77688603,2952.95
2017,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED STATES,UNITED STATES,Cocoa equivalents,13240160.5619694,5305.3
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED STATES,UNITED STATES,Cocoa equivalents,8626563.54355401,3978.975
2019,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNITED STATES,UNITED STATES,Cocoa equivalents,10494446.005137,4554.55
2016,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00481540930979133,20.572
2018,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00174216027874564,12.209
2019,COTE D'IVOIRE,IVOIRE COMMODITIES SOURCING,ICS-SA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,3.36986301369864,24.03
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,BRAZIL,BRAZIL,Cocoa equivalents,404531.15239726,460
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,CANADA,CANADA,Cocoa equivalents,168695.226480836,68.40579708
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,CANADA,CANADA,Cocoa equivalents,830981.825342465,342.0289854
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,EGYPT,EGYPT,Cocoa equivalents,308133.554794521,220
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2832511.82343499,853.086956292
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,ESTONIA,EUROPEAN UNION,Cocoa equivalents,278419.779286927,142.51207725
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,ESTONIA,EUROPEAN UNION,Cocoa equivalents,342860.952961672,142.51207725
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1051925.89212329,550.0543481675
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,GERMANY,EUROPEAN UNION,Cocoa equivalents,49069968.9277688,15199.2677363012
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,GERMANY,EUROPEAN UNION,Cocoa equivalents,66873690.2258064,23837.39129952
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,GERMANY,EUROPEAN UNION,Cocoa equivalents,59207774.7351917,21780.21738744
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,GERMANY,EUROPEAN UNION,Cocoa equivalents,77671300.0410958,24513.369560595
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,IRAN,IRAN,Cocoa equivalents,777040.555377207,228.0193236
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,IRAN,IRAN,Cocoa equivalents,872846.008488965,313.52656995
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,LEBANON,LEBANON,Cocoa equivalents,32719.2243150686,12.189719808132
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MALAYSIA,MALAYSIA,Cocoa equivalents,20046.2241086587,20
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MALAYSIA,MALAYSIA,Cocoa equivalents,265940.020547945,300
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MEXICO,MEXICO,Cocoa equivalents,1158306.34991974,640
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MEXICO,MEXICO,Cocoa equivalents,706445.641765704,660
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MEXICO,MEXICO,Cocoa equivalents,641911.06445993,720
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,MEXICO,MEXICO,Cocoa equivalents,1488904.45719178,1680
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,22637609.8956662,7607.840578324
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10001384.1765705,6013.09178638
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8856061.74216028,3797.451689805
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,18424510.1113014,8287.36714782
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,PHILIPPINES,PHILIPPINES,Cocoa equivalents,72018.393258427,40
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,PHILIPPINES,PHILIPPINES,Cocoa equivalents,153158.719864177,160
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,PHILIPPINES,PHILIPPINES,Cocoa equivalents,30855.1202090592,40
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,PHILIPPINES,PHILIPPINES,Cocoa equivalents,105867.41609589,120
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,23812.1369863014,20
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,SENEGAL,SENEGAL,Cocoa equivalents,96375.5136986302,39.425500024471
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,SPAIN,EUROPEAN UNION,Cocoa equivalents,21190064.4109149,10540
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,SPAIN,EUROPEAN UNION,Cocoa equivalents,15266758.8047538,14120
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,SPAIN,EUROPEAN UNION,Cocoa equivalents,9240757.66898955,10440
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,SPAIN,EUROPEAN UNION,Cocoa equivalents,10201907.1523973,11500
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,TOGO,TOGO,Cocoa equivalents,77083.9041095891,28.380282626311
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UKRAINE,UKRAINE,Cocoa equivalents,116884.969178082,80
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,75524.5521669342,22.80193236
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,848515.808362368,425.543478525
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,1774679.30821918,736.050724775
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED STATES,UNITED STATES,Cocoa equivalents,5810837.7271268,1793.0608690218
2017,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED STATES,UNITED STATES,Cocoa equivalents,920678.524617996,510.82125596
2018,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED STATES,UNITED STATES,Cocoa equivalents,1512318.00696864,747.24637664
2019,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,UNITED STATES,UNITED STATES,Cocoa equivalents,1485128.20719178,733.657855171056
2016,COTE D'IVOIRE,IVORY COCOA PRODUCTS,IVORY COCOA PRODUCTS,URUGUAY,URUGUAY,Cocoa equivalents,405050.81540931,230
2017,COTE D'IVOIRE,K G L SERVICES EXPRESS,K G L SERVICES EXPRESS,TURKEY,TURKEY,Cocoa equivalents,7.13073005093379,0.003152173915
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5827139.90690209,1726.725
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,CANADA,CANADA,Cocoa equivalents,941442.516129032,500.5
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00169779286926995,34.57
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,ESTONIA,EUROPEAN UNION,Cocoa equivalents,827343.750424449,400.4
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,ESTONIA,EUROPEAN UNION,Cocoa equivalents,534785.513937283,275.275
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1040013.08390411,450.45
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,FRANCE,EUROPEAN UNION,Cocoa equivalents,1062397.53480475,500.5
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,GEORGIA,GEORGIA,Cocoa equivalents,46615.2299651568,25.025
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,GERMANY,EUROPEAN UNION,Cocoa equivalents,8418541.60834671,2529.5
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,GERMANY,EUROPEAN UNION,Cocoa equivalents,1556194.66893039,775.775
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,GERMANY,EUROPEAN UNION,Cocoa equivalents,1507012.06620209,725.725
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,GERMANY,EUROPEAN UNION,Cocoa equivalents,1574667.45719178,700.7
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,INDONESIA,INDONESIA,Cocoa equivalents,1746946.05400697,800.8
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,INDONESIA,INDONESIA,Cocoa equivalents,522395.619863014,225.225
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,MALAYSIA,MALAYSIA,Cocoa equivalents,932062.751203852,275.275
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,MALAYSIA,MALAYSIA,Cocoa equivalents,364537.244482173,200.2
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,MALAYSIA,MALAYSIA,Cocoa equivalents,6556379.35017422,3228.225
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,MALAYSIA,MALAYSIA,Cocoa equivalents,3644256.72431507,1626.625
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,MEXICO,MEXICO,Cocoa equivalents,876392.248287671,375.375
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,16570468.9775281,6469.554
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8963293.86587436,4340.059
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,20415734.7944251,10485.475
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1055584.20034246,450.45
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,SPAIN,EUROPEAN UNION,Cocoa equivalents,3947527.93887946,1951.95
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,SPAIN,EUROPEAN UNION,Cocoa equivalents,1465797.6271777,750.75
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,SPAIN,EUROPEAN UNION,Cocoa equivalents,608022.717465754,275.275
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,TURKEY,TURKEY,Cocoa equivalents,1295882.53932584,500.5
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,TURKEY,TURKEY,Cocoa equivalents,958666.06451613,450.45
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,TURKEY,TURKEY,Cocoa equivalents,412471.24738676,200.2
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,TURKEY,TURKEY,Cocoa equivalents,4976979.3869863,2227.225
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNITED STATES,UNITED STATES,Cocoa equivalents,975793.420545746,383.215
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNITED STATES,UNITED STATES,Cocoa equivalents,567228.707191781,250.25
2016,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00160513643659711,4.786
2017,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0067911714770798,41.561
2018,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.14634146341463,35.476
2019,COTE D'IVOIRE,LA GENERALE DE PRODUITS AGRICOLES,LA GENERALE DE PRODUITS AGRICOLES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00684931506849316,22.886
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,598935.330658105,200.2
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,234691.747028862,75.075
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,664807.848432056,350.35
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00321027287319422,10.578
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,ESTONIA,EUROPEAN UNION,Cocoa equivalents,78783.0144462279,25.025
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,ESTONIA,EUROPEAN UNION,Cocoa equivalents,812185.967741935,300.3
2019,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,ESTONIA,EUROPEAN UNION,Cocoa equivalents,842968.768835617,425.425
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,GERMANY,EUROPEAN UNION,Cocoa equivalents,1310897.25200642,453.155
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,GERMANY,EUROPEAN UNION,Cocoa equivalents,374765.273344652,125.125
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,ITALY,EUROPEAN UNION,Cocoa equivalents,157121.179775281,50.05
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,MALAYSIA,MALAYSIA,Cocoa equivalents,270728.544991511,100.1
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,MALAYSIA,MALAYSIA,Cocoa equivalents,242330.400696864,125.125
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,MEXICO,MEXICO,Cocoa equivalents,1272912.19903692,450.45
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,MEXICO,MEXICO,Cocoa equivalents,406093.066213922,150.15
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2213787.64205457,789.925
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2881821.45331069,1133.157
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2888934.12891986,1458.395
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,TURKEY,TURKEY,Cocoa equivalents,630060.411149826,325.325
2016,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,UNITED STATES,UNITED STATES,Cocoa equivalents,284093.608346709,100.1
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,UNITED STATES,UNITED STATES,Cocoa equivalents,2801700.94057725,1126.125
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,UNITED STATES,UNITED STATES,Cocoa equivalents,1098315.43031359,553.663
2017,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0033955857385399,2.29
2018,COTE D'IVOIRE,MIRAL S.A,MIRAL S.A,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00174216027874564,3.169
2018,COTE D'IVOIRE,NEDERLAND,NEDERLAND,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,1212360.52439024,400.4
2018,COTE D'IVOIRE,NEDERLAND,NEDERLAND,FRANCE,EUROPEAN UNION,Cocoa equivalents,593795.360627178,200.2
2018,COTE D'IVOIRE,NEDERLAND,NEDERLAND,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3805290.26829268,1151.15
2016,COTE D'IVOIRE,NEDERLAND,NEDERLAND,SPAIN,EUROPEAN UNION,Cocoa equivalents,1084518.02889246,375.375
2018,COTE D'IVOIRE,NEDERLAND,NEDERLAND,TURKEY,TURKEY,Cocoa equivalents,1008370.47038328,500.5
2017,COTE D'IVOIRE,NEDERLAND,NEDERLAND,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,0.443
2018,COTE D'IVOIRE,NESKAO,NESKAO,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,101437.787456446,228.0193236
2019,COTE D'IVOIRE,NESKAO,NESKAO,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,63349.272260274,27.362318832
2016,COTE D'IVOIRE,NESKAO,NESKAO,GERMANY,EUROPEAN UNION,Cocoa equivalents,7435056.77367578,4980.4347816
2017,COTE D'IVOIRE,NESKAO,NESKAO,GERMANY,EUROPEAN UNION,Cocoa equivalents,1255619.74872665,1272.8048305968
2018,COTE D'IVOIRE,NESKAO,NESKAO,GERMANY,EUROPEAN UNION,Cocoa equivalents,1286809.36062718,629.333333136
2019,COTE D'IVOIRE,NESKAO,NESKAO,GERMANY,EUROPEAN UNION,Cocoa equivalents,308973.719178082,136.3555555128
2017,COTE D'IVOIRE,NESKAO,NESKAO,INDIA,INDIA,Cocoa equivalents,150346.680814941,114.0096618
2017,COTE D'IVOIRE,NESKAO,NESKAO,INDONESIA,INDONESIA,Cocoa equivalents,20046.2241086587,22.80193236
2017,COTE D'IVOIRE,NESKAO,NESKAO,LEBANON,LEBANON,Cocoa equivalents,29022.4770797963,22.80193236
2017,COTE D'IVOIRE,NESKAO,NESKAO,SENEGAL,SENEGAL,Cocoa equivalents,5339.55857385399,17
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,BELGIUM,EUROPEAN UNION,Cocoa equivalents,117098274.420546,42242.452
2017,COTE D'IVOIRE,NOCOACY,NOCOACY,BELGIUM,EUROPEAN UNION,Cocoa equivalents,16815299.5398981,7663.47
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,CANADA,CANADA,Cocoa equivalents,1105357.035313,404.632
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,GERMANY,EUROPEAN UNION,Cocoa equivalents,6084676.08507223,2199.065
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,MALAYSIA,MALAYSIA,Cocoa equivalents,11925698.3547352,4101.106
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,17175320.1235955,5997.303
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,SPAIN,EUROPEAN UNION,Cocoa equivalents,805360.418940611,303.744
2016,COTE D'IVOIRE,NOCOACY,NOCOACY,UNITED STATES,UNITED STATES,Cocoa equivalents,23985234.0674157,8408.071
2017,COTE D'IVOIRE,NOCOACY,NOCOACY,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,32.024
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3885662.89245586,1401.4
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1125383.32937182,501.567
2018,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,661329.219512195,325.325
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,495832.729452054,225.225
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,CANADA,CANADA,Cocoa equivalents,974355.286926996,500.5
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,CANADA,CANADA,Cocoa equivalents,860118.001712329,375.375
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,ESTONIA,EUROPEAN UNION,Cocoa equivalents,289310.333868379,100.1
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,FRANCE,EUROPEAN UNION,Cocoa equivalents,0.00169779286926995,0.189
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,GERMANY,EUROPEAN UNION,Cocoa equivalents,461041.695024077,175.175
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,GERMANY,EUROPEAN UNION,Cocoa equivalents,1388303.7859589,600.6
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,ITALY,EUROPEAN UNION,Cocoa equivalents,1617359.70205479,700.7
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,MALAYSIA,MALAYSIA,Cocoa equivalents,550964.922953451,200.2
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,MALAYSIA,MALAYSIA,Cocoa equivalents,3411384.35993209,1751.75
2018,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,MALAYSIA,MALAYSIA,Cocoa equivalents,123543.900696864,75.075
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,MALAYSIA,MALAYSIA,Cocoa equivalents,2211907.22089041,1051.05
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,MEXICO,MEXICO,Cocoa equivalents,72327.9454253612,25.025
