YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,WOOD_PULP_EQUIVALENT_TONNES
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,128752,208
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,86944,208
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,522860,1118
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,2945202,4758
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,3269292,5538
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,7695428,17628
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,4847128,11596
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PERU,PERU,Wood pulp equivalents,696328,1245.065
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PERU,PERU,Wood pulp equivalents,1555369,3197.74
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PERU,PERU,Wood pulp equivalents,230096,504
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PORTUGAL,EUROPEAN UNION,Wood pulp equivalents,782496,1872
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,1047540,2054
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,862752,2064
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,6602128,11674
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,3580096,7930
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,7002528,15756
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,504400,1040
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,1801580,4310
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,2265536,4420
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,173888,416
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,43472,104
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Wood pulp equivalents,105336,252
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,TUNISIA,TUNISIA,Wood pulp equivalents,53040,104
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,TURKEY,TURKEY,Wood pulp equivalents,349008,528
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,1367704,2574
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,9741628,22334
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,1761452,4214
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED STATES,UNITED STATES,Wood pulp equivalents,55308320,111352
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED STATES,UNITED STATES,Wood pulp equivalents,63463716,142026
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,875160,1716
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,2479308,5304
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,217360,520
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,ALGERIA,ALGERIA,Wood pulp equivalents,362377,543.697
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,457520,735.342
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,CANADA,CANADA,Wood pulp equivalents,67366,99.263
2016,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,3689238,7203.205
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,1059085,1669.804
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,196680,312
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,COTE D'IVOIRE,COTE D'IVOIRE,Wood pulp equivalents,18826,25.08
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,INDIA,INDIA,Wood pulp equivalents,369139,640.374
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,320740,492.885
2016,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,JAPAN,JAPAN,Wood pulp equivalents,62482,120.259
2016,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,PAKISTAN,PAKISTAN,Wood pulp equivalents,174142,331.541
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,PAKISTAN,PAKISTAN,Wood pulp equivalents,686390,1293.377
2016,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,PERU,PERU,Wood pulp equivalents,60963,130
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,PERU,PERU,Wood pulp equivalents,303068,494
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,168097,245.374
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,TURKEY,TURKEY,Wood pulp equivalents,683923,984.576
2016,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,680885,1274
2017,BRAZIL,SAO FRANCISCO DO SUL,KLABIN S.A.,KLABIN S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,904208,1612
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,22862689,42500
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,FRANCE,EUROPEAN UNION,Wood pulp equivalents,5647216,11456
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,ITALY,EUROPEAN UNION,Wood pulp equivalents,22615744,55686
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,35766397,69264
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,SPAIN,EUROPEAN UNION,Wood pulp equivalents,8447265,20500
2017,BRAZIL,SAO LUIS,COMPANHIA SIDERURGICA VALE DO PINDARE,COMPANHIA SIDERURGICA VALE DO PINDARE,UNITED STATES,UNITED STATES,Wood pulp equivalents,37871850,83462
2017,BRAZIL,SAO LUIS,COSIMA - SIDERURGICA DO MARANHAO,COSIMA - SIDERURGICA DO MARANHAO,FRANCE,EUROPEAN UNION,Wood pulp equivalents,5080793,13000
2017,BRAZIL,SAO LUIS,COSIMA - SIDERURGICA DO MARANHAO,COSIMA - SIDERURGICA DO MARANHAO,ITALY,EUROPEAN UNION,Wood pulp equivalents,1390006,3314
2017,BRAZIL,SAO LUIS,COSIMA - SIDERURGICA DO MARANHAO,COSIMA - SIDERURGICA DO MARANHAO,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,2798709,7000
2017,BRAZIL,SAO LUIS,COSIMA - SIDERURGICA DO MARANHAO,COSIMA - SIDERURGICA DO MARANHAO,SPAIN,EUROPEAN UNION,Wood pulp equivalents,2336400,5500
2017,BRAZIL,SAO LUIS,COSIMA - SIDERURGICA DO MARANHAO,COSIMA - SIDERURGICA DO MARANHAO,UNITED STATES,UNITED STATES,Wood pulp equivalents,887579,1600
2017,BRAZIL,SAO LUIS,QUEIROZ GALVAO ALIMENTOS,QUEIROZ GALVAO ALIMENTOS,FRANCE,EUROPEAN UNION,Wood pulp equivalents,2524068,4022
2017,BRAZIL,SAO LUIS,QUEIROZ GALVAO ALIMENTOS,QUEIROZ GALVAO ALIMENTOS,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,154125,258
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CANADA,CANADA,Wood pulp equivalents,2432124,7000
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,1154437,2058
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,12909797,24100
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,4565145,8000
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,146112181,285676
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,34942810,87440
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,122983763,250096
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,39085681,70650
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,34654075,75202
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,35302503,71872
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,191832128,351550
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,154667362,383766
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,72188676,150528
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,108380417,196702
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,155056924,369972
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,94378112,200076
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,2470167,4500
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,37196637,68500
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,22299879,55540
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,79183915,147106
2015,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,196045430,379742
2016,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,164393827,380068
2017,BRAZIL,SAO LUIS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,141440945,303000
2016,BRAZIL,SAO PAULO,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,INDIA,INDIA,Wood pulp equivalents,1480,3.024
2015,BRAZIL,SAO PAULO,CLARIANT,CLARIANT,BOLIVIA,BOLIVIA,Wood pulp equivalents,41,0.001
2016,BRAZIL,SAO PAULO,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,1717,3.534
2016,BRAZIL,SAO PAULO,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,POLAND,EUROPEAN UNION,Wood pulp equivalents,1630,2.23
2016,BRAZIL,SAO PAULO,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,1127,1.483
2017,BRAZIL,SAO PAULO,"VALMET CELULOSE, PAPEL E ENERGIA LTDA","VALMET CELULOSE, PAPEL E ENERGIA LTDA",FINLAND,EUROPEAN UNION,Wood pulp equivalents,8,0.004
2016,BRAZIL,SAO PAULO,VOITH PAPER MAQUINAS E EQUIPAMENTOS LTDA,VOITH PAPER MAQUINAS E EQUIPAMENTOS LTDA,CHILE,CHILE,Wood pulp equivalents,20,0.027
2017,BRAZIL,SUAPE,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,2610524,4568.906
2015,BRAZIL,SUAPE,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,242486,335.457
2015,BRAZIL,SUAPE,CENTRAL NATIONAL BRAZIL COMERCIO E INTERMEDIACOES DE NE,CENTRAL NATIONAL BRAZIL COMERCIO E INTERMEDIACOES DE NE,UNITED STATES,UNITED STATES,Wood pulp equivalents,7714,4.435
2017,BRAZIL,UNKNOWN PORT BRAZIL,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,3878099,6113.026
2016,BRAZIL,URUGUAIANA,AEB BIOQUIMICA LATINO AMERICANA SA,AEB BIOQUIMICA LATINO AMERICANA SA,CHILE,CHILE,Wood pulp equivalents,1185,0.5
2015,BRAZIL,URUGUAIANA,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,9631651,17409.259
2016,BRAZIL,URUGUAIANA,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,22606310,45517.534
2017,BRAZIL,URUGUAIANA,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,8186000,16692.189
2016,BRAZIL,URUGUAIANA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,159875,334.793
2017,BRAZIL,URUGUAIANA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,212460,370
2015,BRAZIL,URUGUAIANA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,34911,52
2016,BRAZIL,URUGUAIANA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,36990,52
2016,BRAZIL,URUGUAIANA,KLABIN S.A.,KLABIN S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,2839289,6508
2017,BRAZIL,URUGUAIANA,KLABIN S.A.,KLABIN S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,6953237,13827.564
2017,BRAZIL,URUGUAIANA,MP SUL BRASIL INDUSTRIA E COMERCIO EIRELI - EPP,MP SUL BRASIL INDUSTRIA E COMERCIO EIRELI - EPP,ARGENTINA,ARGENTINA,Wood pulp equivalents,17600,16
2017,BRAZIL,URUGUAIANA,PISA INDUSTRIA DE PAPEIS LTDA.,PISA INDUSTRIA DE PAPEIS LTDA.,ARGENTINA,ARGENTINA,Wood pulp equivalents,64090,184.021
2015,BRAZIL,URUGUAIANA,PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA,PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,309228,163.325
2015,BRAZIL,URUGUAIANA,PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA,PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA,CHILE,CHILE,Wood pulp equivalents,39681,29.393
2015,BRAZIL,URUGUAIANA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,3224241,6136
2016,BRAZIL,URUGUAIANA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,304818,624
2017,BRAZIL,URUGUAIANA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,356780,888
2017,BRAZIL,URUGUAIANA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHILE,CHILE,Wood pulp equivalents,310454,520
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,127733692,236700
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,165867563,388810
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,174729082,326888
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,46303087,95332
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,37626977,89660
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,41365308,79600
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,ITALY,EUROPEAN UNION,Wood pulp equivalents,74304290,154138
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,ITALY,EUROPEAN UNION,Wood pulp equivalents,36995821,96504
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,ITALY,EUROPEAN UNION,Wood pulp equivalents,89953801,165268
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,JAPAN,JAPAN,Wood pulp equivalents,87932776,169076
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,JAPAN,JAPAN,Wood pulp equivalents,85380227,195908
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,JAPAN,JAPAN,Wood pulp equivalents,101101078,194294
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,112831048,231110
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,112073463,261284
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,137592268,259700
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,PORTUGAL,EUROPEAN UNION,Wood pulp equivalents,979822,2420
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,TAIWAN,TAIWAN,Wood pulp equivalents,15687893,28200
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,TAIWAN,TAIWAN,Wood pulp equivalents,16275260,37550
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,TAIWAN,TAIWAN,Wood pulp equivalents,21060113,37402
2015,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,UNITED STATES,UNITED STATES,Wood pulp equivalents,53835566,113500
2016,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,UNITED STATES,UNITED STATES,Wood pulp equivalents,48789918,108500
2017,BRAZIL,VITORIA,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,UNITED STATES,UNITED STATES,Wood pulp equivalents,63460852,134600
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,6614738,12700
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,22275810,50048
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,30115838,62684
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,163712118,373866
