YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,WOOD_PULP_EQUIVALENT_TONNES
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,KENYA,KENYA,Wood pulp equivalents,36928,49.253
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,LEBANON,LEBANON,Wood pulp equivalents,1435984,2712.134
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,LEBANON,LEBANON,Wood pulp equivalents,1248658,1825.573
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,LITHUANIA,EUROPEAN UNION,Wood pulp equivalents,102678,148.468
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,MALAYSIA,MALAYSIA,Wood pulp equivalents,16091,24.482
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,MEXICO,MEXICO,Wood pulp equivalents,275609,624
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,MEXICO,MEXICO,Wood pulp equivalents,3804486,7410
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,MOROCCO,MOROCCO,Wood pulp equivalents,3819672,5618.252
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,19684905,43500
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,7097743,14024.689
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,NIGERIA,NIGERIA,Wood pulp equivalents,1306351,1955.162
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,PAKISTAN,PAKISTAN,Wood pulp equivalents,177742,338
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,PAKISTAN,PAKISTAN,Wood pulp equivalents,1059039,1661.417
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,PHILIPPINES,PHILIPPINES,Wood pulp equivalents,534378,936
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,POLAND,EUROPEAN UNION,Wood pulp equivalents,68021,125.62
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,POLAND,EUROPEAN UNION,Wood pulp equivalents,121619,181.894
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ROMANIA,EUROPEAN UNION,Wood pulp equivalents,24083,52
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Wood pulp equivalents,428498,616.178
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,1459252,2920.505
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,3805783,5695.82
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SLOVENIA,EUROPEAN UNION,Wood pulp equivalents,11402,19.616
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,3185249,6136
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,2988181,5562.28
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,55115,106
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,808940,1500
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SYRIA,SYRIA,Wood pulp equivalents,430753,792.13
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,SYRIA,SYRIA,Wood pulp equivalents,782326,1181.296
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,THAILAND,THAILAND,Wood pulp equivalents,108246,208
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,THAILAND,THAILAND,Wood pulp equivalents,420574,754
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,TUNISIA,TUNISIA,Wood pulp equivalents,13151,24.901
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,TUNISIA,TUNISIA,Wood pulp equivalents,2277259,3382.912
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,TURKEY,TURKEY,Wood pulp equivalents,7363248,15969.284
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,TURKEY,TURKEY,Wood pulp equivalents,24207542,41627.601
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,501329,1014
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,1592623,2496
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,8635143,20012
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,24207067,42512
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,4985848,10468
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,3419241,6049.995
2016,BRAZIL,PONTA PORA,"PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E","PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E",PARAGUAY,PARAGUAY,Wood pulp equivalents,12288,16.606
2015,BRAZIL,RIO DE JANEIRO,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,67406672,116707.372
2016,BRAZIL,RIO DE JANEIRO,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,12482732,27345.645
2017,BRAZIL,RIO DE JANEIRO,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,14630928,25197.711
2015,BRAZIL,RIO DE JANEIRO,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,COLOMBIA,COLOMBIA,Wood pulp equivalents,6201278,10166
2016,BRAZIL,RIO DE JANEIRO,CELULOSE NIPO BRASILEIRA S A CENIBRA,CELULOSE NIPO BRASILEIRA S A CENIBRA,COLOMBIA,COLOMBIA,Wood pulp equivalents,15383,26
2017,BRAZIL,RIO DE JANEIRO,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,120437,208
2017,BRAZIL,RIO GRANDE,A L HECHER MADEIRAS LTDA - ME,A L HECHER MADEIRAS LTDA - ME,CUBA,CUBA,Wood pulp equivalents,185,0.068
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,AUSTRALIA,AUSTRALIA,Wood pulp equivalents,7372465,16116.364
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,AUSTRALIA,AUSTRALIA,Wood pulp equivalents,15992542,39839.459
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,AUSTRALIA,AUSTRALIA,Wood pulp equivalents,18566565,38916.04
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,5779967,12778.611
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,134007771,292597.067
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,243300247,596394.02
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,150115201,360592.881
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,COLOMBIA,COLOMBIA,Wood pulp equivalents,1926471,4409.763
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,COLOMBIA,COLOMBIA,Wood pulp equivalents,1531080,3893.812
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,COLOMBIA,COLOMBIA,Wood pulp equivalents,884037,2260.687
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,EGYPT,EGYPT,Wood pulp equivalents,98701,259.74
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,2064028,4490.75
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,10025905,24940.7
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,5759973,13961
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,GERMANY,EUROPEAN UNION,Wood pulp equivalents,10039062,21848.443
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,GERMANY,EUROPEAN UNION,Wood pulp equivalents,18539343,44876.734
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,GERMANY,EUROPEAN UNION,Wood pulp equivalents,4332690,10981.5
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,HONDURAS,HONDURAS,Wood pulp equivalents,33134,89.55
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDIA,INDIA,Wood pulp equivalents,3694138,8030.731
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDIA,INDIA,Wood pulp equivalents,8631265,21781.615
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDIA,INDIA,Wood pulp equivalents,10317172,25310.05
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDONESIA,INDONESIA,Wood pulp equivalents,802755,1745.12
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDONESIA,INDONESIA,Wood pulp equivalents,489906,1248.156
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,INDONESIA,INDONESIA,Wood pulp equivalents,476085,1140.828
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,IRAN,IRAN,Wood pulp equivalents,724224,1896.349
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ITALY,EUROPEAN UNION,Wood pulp equivalents,39132049,85570.371
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ITALY,EUROPEAN UNION,Wood pulp equivalents,63737043,157096.1
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ITALY,EUROPEAN UNION,Wood pulp equivalents,47161078,107206.191
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,4958891,10826.92
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,14882947,37778.349
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,12995327,32232.148
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,JORDAN,JORDAN,Wood pulp equivalents,495207,1275.781
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,JORDAN,JORDAN,Wood pulp equivalents,259948,649.87
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,1275453,2790.68
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,1282375,3221.816
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,965164,2439.008
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MEXICO,MEXICO,Wood pulp equivalents,237239,624.312
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MEXICO,MEXICO,Wood pulp equivalents,3167097,8010.457
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,MOROCCO,MOROCCO,Wood pulp equivalents,196682,464.568
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,12253139,26656.55
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,20808404,51359.025
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,1257480,2994
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,NEW ZEALAND,NEW ZEALAND,Wood pulp equivalents,283218,615.692
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,NEW ZEALAND,NEW ZEALAND,Wood pulp equivalents,9660657,20652.709
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,PAKISTAN,PAKISTAN,Wood pulp equivalents,95584,207.792
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,PAKISTAN,PAKISTAN,Wood pulp equivalents,440420,1118.013
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,PHILIPPINES,PHILIPPINES,Wood pulp equivalents,24123,51.896
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,PORTUGAL,EUROPEAN UNION,Wood pulp equivalents,1194361,2798.276
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,1529163,3324.269
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,13319033,32581.068
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,17997429,40018.017
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,21561053,47271.783
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,47573823,116892.725
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,24938610,57487.95
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SPAIN,EUROPEAN UNION,Wood pulp equivalents,5702520,12466.657
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SPAIN,EUROPEAN UNION,Wood pulp equivalents,17480065,43426.75
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SPAIN,EUROPEAN UNION,Wood pulp equivalents,7749420,17672.95
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TAIWAN,TAIWAN,Wood pulp equivalents,9111370,19893.5
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TAIWAN,TAIWAN,Wood pulp equivalents,10765943,27218.43
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TAIWAN,TAIWAN,Wood pulp equivalents,23927774,47959.202
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,THAILAND,THAILAND,Wood pulp equivalents,3858863,8426.143
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,THAILAND,THAILAND,Wood pulp equivalents,6331636,15814.22
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,THAILAND,THAILAND,Wood pulp equivalents,2025370,4732.848
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Wood pulp equivalents,416787,908.219
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Wood pulp equivalents,371122,934.31
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Wood pulp equivalents,187335,468.312
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,860636,1869.959
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,7174109,18391.36
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,4702780,10828.937
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,23833406,52024.13
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,55792437,142580.018
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,58617346,141707.23
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,VENEZUELA,VENEZUELA,Wood pulp equivalents,2460471,3908.5
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,VENEZUELA,VENEZUELA,Wood pulp equivalents,2915977,5425.108
2015,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,2425061,6392.204
2016,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,5700380,14063.274
2017,BRAZIL,RIO GRANDE,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,8216052,19733.215
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,1044945,1781.245
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,123866324,232931.2
2016,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,152689437,307740.5
2017,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,217081355,379018.246
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,2595056,4064.873
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,INDIA,INDIA,Wood pulp equivalents,15948,22.175
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,IRELAND,EUROPEAN UNION,Wood pulp equivalents,482507,724.288
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,ITALY,EUROPEAN UNION,Wood pulp equivalents,57544,94.719
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,JAPAN,JAPAN,Wood pulp equivalents,15646,25.78
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,MEXICO,MEXICO,Wood pulp equivalents,7427115,12220.531
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,SPAIN,EUROPEAN UNION,Wood pulp equivalents,689041,1120.237
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,THAILAND,THAILAND,Wood pulp equivalents,31097,49.902
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,4231329,6954.836
2015,BRAZIL,SALVADOR,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,UNITED STATES,UNITED STATES,Wood pulp equivalents,22210092,35569.223
2017,BRAZIL,SANTANA DO LIVRAMENTO,KLABIN S.A.,KLABIN S.A.,URUGUAY,URUGUAY,Wood pulp equivalents,16228,24.661
2015,BRAZIL,SANTANA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,55042855,95499.968
2016,BRAZIL,SANTANA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,125927716,157066.223
2017,BRAZIL,SANTANA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,155186013,179128
2015,BRAZIL,SANTANA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,13077899,23758.62
2015,BRAZIL,SANTOS,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,3811557,8336.388
