YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2014,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,164888.14,50.048
2014,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,455837.19,150.144
2013,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,954054.26,375.2844
2014,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,14873480.34,4854.656
2013,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,1643616.56,700.672
2013,PERU,PUERTO DEL CALLAO,ARMAJARO PERU S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,63388.54,25.024
2018,PERU,PUERTO DEL CALLAO,ASOCIACI?N DE PRODUCTORES CACAOTEROS Y C,CANADA,CANADA,Cocoa equivalents,1372.5,0.305
2018,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE LAS REGIONES UCA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1368108,553.63
2018,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE LAS REGIONES UCA,INDONESIA,INDONESIA,Cocoa equivalents,323114,150.98
2016,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3076131.73,1053.53
2017,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2327655.81,1107.3
2018,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1946952,805.83
2016,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,CANADA,CANADA,Cocoa equivalents,753058.82,249.522
2017,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,CANADA,CANADA,Cocoa equivalents,773295.16,350.91
2017,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,INDONESIA,INDONESIA,Cocoa equivalents,1551646.1,705.5
2018,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,INDONESIA,INDONESIA,Cocoa equivalents,570276,251.88
2018,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,215233,74.8
2017,PERU,PUERTO DEL CALLAO,ASOCIACION CACAOTERA DE TOCACHE ASOTOC,UNITED STATES,UNITED STATES,Cocoa equivalents,249641.4,125.66
2013,PERU,PUERTO DEL CALLAO,ASOCIACION CENTRAL DE PRODUCTORES DE CAC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,59572.62,24.96
2014,PERU,PUERTO DEL CALLAO,ASOCIACION CENTRAL DE PRODUCTORES DE CAC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,346344.96,99.84
2013,PERU,PUERTO DEL CALLAO,ASOCIACION CENTRAL DE PRODUCTORES DE CAC,SWITZERLAND,SWITZERLAND,Cocoa equivalents,63125,25
2013,PERU,PUERTO DEL CALLAO,ASOCIACION CENTRAL PIURANA DE CAFETALERO,BELGIUM,EUROPEAN UNION,Cocoa equivalents,8700,1
2013,PERU,PUERTO DEL CALLAO,ASOCIACION CENTRAL PIURANA DE CAFETALERO,SWITZERLAND,SWITZERLAND,Cocoa equivalents,9000,2
2014,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,89306.88,24.96
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,174545.28,49.92
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,686000.64,199.68
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,310975,124.453
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,ITALY,EUROPEAN UNION,Cocoa equivalents,583257.92,200.362
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,ITALY,EUROPEAN UNION,Cocoa equivalents,352789.79,150.03
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,ITALY,EUROPEAN UNION,Cocoa equivalents,65884.6,25.166
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE CACAOTEROS TECNIFICADOS DE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,82496.17,25.014
2013,PERU,PUERTO DEL CALLAO,ASOCIACION DE MUJERES EMPRENDEDORAS DEL,UNITED STATES,UNITED STATES,Cocoa equivalents,4512,0.48
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PEQUEJPYOS PRODUCTORES DE CA,SPAIN,EUROPEAN UNION,Cocoa equivalents,10000,2
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PEQUEOS PRODUCTORES DE CA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,7500,1
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PEQUEOS PRODUCTORES DE CA,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,15,0.05
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORAS AGROPECUARIAS,JAPAN,JAPAN,Cocoa equivalents,620,0.01
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,856926.01,428.04
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1032192,352.8
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,CANADA,CANADA,Cocoa equivalents,206988.8,100.48
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,INDONESIA,INDONESIA,Cocoa equivalents,205445.62,100.61
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,INDONESIA,INDONESIA,Cocoa equivalents,751968,351.81
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,429307,150.96
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,SWITZERLAND,SWITZERLAND,Cocoa equivalents,282240,100.8
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,UNITED STATES,UNITED STATES,Cocoa equivalents,114969.74,50.28
2013,PERU,PUERTO DEL CALLAO,ASOCIACIONDEPRODUCTORESAGROSOSTENIBLESVI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,69148.31,25
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,202632.29,75.03
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1185366.82,473.953
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,632323.1,250.38
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,FRANCE,EUROPEAN UNION,Cocoa equivalents,840,0.14
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,FRANCE,EUROPEAN UNION,Cocoa equivalents,3057.6,0.36
2013,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,1596751.3,529.03
2014,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,4195188.05,1221.297
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,3893456.67,1170.636
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,2062408.13,626.213
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,3161652.28,1299.156
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,ITALY,EUROPEAN UNION,Cocoa equivalents,3642471.1,1374.34
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,90984.96,25.344
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1418993.6,475.139
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,375562.5,150.225
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,NORTH KOREA,NORTH KOREA,Cocoa equivalents,7.5,0.009
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO ALTO HU,SPAIN,EUROPEAN UNION,Cocoa equivalents,550675,175
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,126105,50.442
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,535015.7,202.626
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,CANADA,CANADA,Cocoa equivalents,1140,0.25
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,CANADA,CANADA,Cocoa equivalents,6682.9,1.09
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,FRANCE,EUROPEAN UNION,Cocoa equivalents,720,0.12
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,FRANCE,EUROPEAN UNION,Cocoa equivalents,1200,0.2
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,GERMANY,EUROPEAN UNION,Cocoa equivalents,87647,25.042
2013,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,2452157.43,858.082
2014,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,3196672.86,893.254
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,2729905.59,804.825
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,1919333.11,570.559
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,1461132.6,607.651
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,ITALY,EUROPEAN UNION,Cocoa equivalents,1527198.9,581.202
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES CACAO VRAE,UNITED STATES,UNITED STATES,Cocoa equivalents,720,0.12
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE,GERMANY,EUROPEAN UNION,Cocoa equivalents,21156.5,5.882
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE,GERMANY,EUROPEAN UNION,Cocoa equivalents,6567.34,1.654
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE,GERMANY,EUROPEAN UNION,Cocoa equivalents,9341.4,2.52
2015,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES KEMITO ENE,AUSTRALIA,AUSTRALIA,Cocoa equivalents,40000,10
2016,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES KEMITO ENE,AUSTRALIA,AUSTRALIA,Cocoa equivalents,146782,31.077
2017,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES KEMITO ENE,AUSTRALIA,AUSTRALIA,Cocoa equivalents,317492.43,51.8463000011906
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES KEMITO ENE,AUSTRALIA,AUSTRALIA,Cocoa equivalents,196725,43.3
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES YUNKA DEL HUAL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,760082.4,276.91
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES YUNKA DEL HUAL,INDONESIA,INDONESIA,Cocoa equivalents,667850,302
2018,PERU,PUERTO DEL CALLAO,ASOCIACION DE PRODUCTORES YUNKA DEL HUAL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,654243,252
2015,PERU,PUERTO DEL CALLAO,ASOCIACION FAMILIAS UNIDAS DEL DISTRITO,UNITED STATES,UNITED STATES,Cocoa equivalents,1625.6,0.3
2018,PERU,PUERTO DEL CALLAO,AVENDANO TRADING COMPANY SAC,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,5536.98,0.8252173915
2018,PERU,PUERTO DEL CALLAO,AVENDANO TRADING COMPANY SAC,THAILAND,THAILAND,Cocoa equivalents,14203.3,3.68784
2016,PERU,PUERTO DEL CALLAO,AVENDAO TRADING COMPANY SAC,CHILE,CHILE,Cocoa equivalents,73.5,0.01
2017,PERU,PUERTO DEL CALLAO,AVENDAO TRADING COMPANY SAC,CHILE,CHILE,Cocoa equivalents,1197.17,0.18050724635
2017,PERU,PUERTO DEL CALLAO,BIO GOODS E I R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,9315,0.21540891302975
2018,PERU,PUERTO DEL CALLAO,BIO OMEGAS PERU SAC,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,3300,0.6
2017,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,INDONESIA,INDONESIA,Cocoa equivalents,98891.27,49.15
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,INDONESIA,INDONESIA,Cocoa equivalents,109313,49.828
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,ITALY,EUROPEAN UNION,Cocoa equivalents,102190,49.88
2017,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,1411831.05,697.028
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,1454765,697.6512
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,MEXICO,MEXICO,Cocoa equivalents,439376,199.855
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1409994.2,599.345
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,234683,99.951
2017,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,SPAIN,EUROPEAN UNION,Cocoa equivalents,606646.94,296.505
2018,PERU,PUERTO DEL CALLAO,BLUE PACIFIC OILS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,1209294,474.835
2017,PERU,PUERTO DEL CALLAO,BPO TRADING S A C,INDONESIA,INDONESIA,Cocoa equivalents,240150.06,98.973
2016,PERU,PUERTO DEL CALLAO,BPO TRADING S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,2020356.27,695.794
2016,PERU,PUERTO DEL CALLAO,BROLEM COMPANY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,2608.14,0.19856978265755
2014,PERU,PUERTO DEL CALLAO,BURGOS LINGAN MARIA OFELIA,GERMANY,EUROPEAN UNION,Cocoa equivalents,3873.26,0.4757456521997
2015,PERU,PUERTO DEL CALLAO,BURGOS LINGAN MARIA OFELIA,GERMANY,EUROPEAN UNION,Cocoa equivalents,2121.58,0.25873
2016,PERU,PUERTO DEL CALLAO,BURGOS LINGAN MARIA OFELIA,GERMANY,EUROPEAN UNION,Cocoa equivalents,2597.71,0.33105
2017,PERU,PUERTO DEL CALLAO,BURGOS LINGAN MARIA OFELIA,GERMANY,EUROPEAN UNION,Cocoa equivalents,871.08,0.10495
2018,PERU,PUERTO DEL CALLAO,BUSINESS EIRL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1220,0.105
2017,PERU,PUERTO DEL CALLAO,CABALLERO CARMELO IMPEXP EIRL,CANADA,CANADA,Cocoa equivalents,372.74,0.11472652181034
2015,PERU,PUERTO DEL CALLAO,CABDES E I R L,FRANCE,EUROPEAN UNION,Cocoa equivalents,1084,0.08695652174
2013,PERU,PUERTO DEL CALLAO,CABDES E I R L,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,850,0.0630434783
2013,PERU,PUERTO DEL CALLAO,CACAO AMAZONICO SOCIEDAD ANONIMA CERRADA,ITALY,EUROPEAN UNION,Cocoa equivalents,38760,10.8607118338587
2015,PERU,PUERTO DEL CALLAO,CACAO AMAZONICO SOCIEDAD ANONIMA CERRADA,ITALY,EUROPEAN UNION,Cocoa equivalents,16250,3.3840579705
2016,PERU,PUERTO DEL CALLAO,CACAO AVENTURAS SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Cocoa equivalents,2200,0.2
2017,PERU,PUERTO DEL CALLAO,CACAO AVENTURAS SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Cocoa equivalents,2369.97,0.2
2018,PERU,PUERTO DEL CALLAO,CACAO DEL ORIENTE S A C,INDIA,INDIA,Cocoa equivalents,242742,100.608
2016,PERU,PUERTO DEL CALLAO,CACAO EL REY SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,72346.5,10.005
2018,PERU,PUERTO DEL CALLAO,CACAO JUNTOS S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,20925.23,1.53695652215
2017,PERU,PUERTO DEL CALLAO,CAES PIURA,UNITED STATES,UNITED STATES,Cocoa equivalents,1936.34,0.225
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,156517.59,50.028
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,558082.34,200.112
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,CANADA,CANADA,Cocoa equivalents,1484081.62,450.252
2014,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,ESTONIA,EUROPEAN UNION,Cocoa equivalents,676473.79,225.216
2014,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,849639.84,275.264
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,71665.11,25.014
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,136197.81,37.782608688
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,INDONESIA,INDONESIA,Cocoa equivalents,913511.24,500.28
2014,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MALAYSIA,MALAYSIA,Cocoa equivalents,2010328.06,650.624
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MALAYSIA,MALAYSIA,Cocoa equivalents,1444688.59,475.266
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MALAYSIA,MALAYSIA,Cocoa equivalents,3427559.33,1100.616
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MALAYSIA,MALAYSIA,Cocoa equivalents,1281117.07,600.336
2018,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MALAYSIA,MALAYSIA,Cocoa equivalents,10504930.1,4752.66
2013,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MEXICO,MEXICO,Cocoa equivalents,2774850,1150
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MEXICO,MEXICO,Cocoa equivalents,1627132.68,575.19
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MEXICO,MEXICO,Cocoa equivalents,244512.48,99.4681
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MEXICO,MEXICO,Cocoa equivalents,1487232.4,700.392
2018,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,MEXICO,MEXICO,Cocoa equivalents,5063832,2001.12
2013,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1347925,550
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21998312.1,6911.886
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,19791728.87,6161.33462
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21899945.54,8843.918
2018,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,5748722.4,2436.324
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,SINGAPORE,SINGAPORE,Cocoa equivalents,230444.2,65.01
2018,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,SINGAPORE,SINGAPORE,Cocoa equivalents,57157,25.014
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,SPAIN,EUROPEAN UNION,Cocoa equivalents,162806.14,50.048
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,SPAIN,EUROPEAN UNION,Cocoa equivalents,941097.12,300.524
2015,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,159589.31,50.028
2016,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,1959801.71,690.074
2017,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,1406287.56,525.294
2018,PERU,PUERTO DEL CALLAO,CAFETALERA AMAZONICA S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,893100.8,350.196
2015,PERU,PUERTO DEL CALLAO,CASABELGA S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,99,0.099
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,CANADA,CANADA,Cocoa equivalents,878817.13,297.794
2014,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,COLOMBIA,COLOMBIA,Cocoa equivalents,452188.83,152.405
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,COLOMBIA,COLOMBIA,Cocoa equivalents,441927.09,148.797
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,COLOMBIA,COLOMBIA,Cocoa equivalents,3421579.71,1142.488
2017,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,COLOMBIA,COLOMBIA,Cocoa equivalents,116329.53,49.099
2018,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,COLOMBIA,COLOMBIA,Cocoa equivalents,973463,369.727
2018,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,DENMARK,EUROPEAN UNION,Cocoa equivalents,28553.6,10.0005
2014,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,ESTONIA,EUROPEAN UNION,Cocoa equivalents,631251.5,199.25
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,ESTONIA,EUROPEAN UNION,Cocoa equivalents,274980.97,97.858
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2014236.58,695.996
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,9129.84,3.0475
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,INDIA,INDIA,Cocoa equivalents,480710.57,150.894
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,INDIA,INDIA,Cocoa equivalents,159156.88,49.959
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,420675.69,147.347
2017,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,MEXICO,MEXICO,Cocoa equivalents,1099593.55,547.656
2014,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,309631.41,98.766
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3558619.64,1212.1705
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,891592.4,322.1985
2014,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,160914.42,49.619
2015,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,579179.43,199.236
2016,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,752587.96,272.9095
2017,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,1638018.34,840.453
