YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,TYPE,FOB_USD,SOY_EQUIVALENT_TONNES
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,IMISER SAC,IMISER SAC,CAMEROON,Soy bean equivalents,382741.81,903.9138
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES AVICOLA CAF E I R L,INVERSIONES AVICOLA CAF E I R L,CAMEROON,Soy bean equivalents,24650,59.16
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES GLOALC DEL SUR EIRL,INVERSIONES GLOALC DEL SUR EIRL,CAMEROON,Soy bean equivalents,54000,122.4
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES GLOALC DEL SUR EIRL,INVERSIONES GLOALC DEL SUR EIRL,CAMEROON,Soy bean equivalents,25252,60.18
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES HEREIN SAC,INVERSIONES HEREIN SAC,CAMEROON,Soy bean equivalents,101260,238.68
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES HEREIN SAC,INVERSIONES HEREIN SAC,CAMEROON,Soy bean equivalents,75891.4,176.766
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES MUNDO SUR CYB SRL,INVERSIONES MUNDO SUR CYB SRL,CAMEROON,Soy bean equivalents,216015,536.52
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES MUNDO SUR CYB SRL,INVERSIONES MUNDO SUR CYB SRL,CAMEROON,Soy bean equivalents,98139,233.07
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,INVERSIONES PBT Y F S A C,INVERSIONES PBT Y F S A C,CAMEROON,Soy bean equivalents,1203638,2900.37
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MAXIMILIAN INVERSIONES SA,MAXIMILIAN INVERSIONES SA,CAMEROON,Soy bean equivalents,2439248,5916
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MAXIMILIAN INVERSIONES SA,MAXIMILIAN INVERSIONES SA,CAMEROON,Soy bean equivalents,1922747.23,4523.3022
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MOLINORTE SAC,MOLINORTE SAC,CAMEROON,Soy bean equivalents,661666.75,1627.92
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MONTANA S A,MONTANA S A,CAMEROON,Soy bean equivalents,347485.46,852.72
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MUNDO PECUARIO SAC,MUNDO PECUARIO SAC,CAMEROON,Soy bean equivalents,48140,118.32
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,MUNDO PECUARIO SAC,MUNDO PECUARIO SAC,CAMEROON,Soy bean equivalents,138479.8,323.493
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,NOR ALIMENTOS SRL,NOR ALIMENTOS SRL,CAMEROON,Soy bean equivalents,182164,418.2
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,NOR ALIMENTOS SRL,NOR ALIMENTOS SRL,CAMEROON,Soy bean equivalents,268206.12,619.9968
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,OLEAGINOSA HUACHO SAC,OLEAGINOSA HUACHO SAC,CAMEROON,Soy bean equivalents,361179,974.61
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,OLEAGINOSA HUACHO SAC,OLEAGINOSA HUACHO SAC,CAMEROON,Soy bean equivalents,22423.5,59.16
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,OWC TRADING S A C,OWC TRADING S A C,CAMEROON,Soy bean equivalents,84480,195.84
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,11549721.53,13491.2136
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,4878337.22,6195.4188
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,ROMERO TRADING S A,ROMERO TRADING S A,CAMEROON,Soy bean equivalents,2405812.74,5542.2822
2013,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,TRANOR S A C,TRANOR S A C,CAMEROON,Soy bean equivalents,282967.12,265.4244
2014,BOLIVIA,FRONTERA DESAGUADERO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,TRANOR S A C,TRANOR S A C,CAMEROON,Soy bean equivalents,56908.8,58.752
2013,BOLIVIA,FRONTERA DESAGUADERO,ITIKA S A,ITIKA S A,AGROANDINA S A,AGROANDINA S A,UNKNOWN COUNTRY,Soy bean equivalents,607279,657.9
2013,BOLIVIA,FRONTERA DESAGUADERO,ITIKA S A,ITIKA S A,AGROPECUARIA E INDUSTRIAS FAFIO SA,AGROPECUARIA E INDUSTRIAS FAFIO SA,CAMEROON,Soy bean equivalents,45240,118.32
2014,BOLIVIA,FRONTERA DESAGUADERO,ITIKA S A,ITIKA S A,AGROPECUARIA E INDUSTRIAS FAFIO SA,AGROPECUARIA E INDUSTRIAS FAFIO SA,CAMEROON,Soy bean equivalents,84245,207.06
2013,BOLIVIA,FRONTERA PISIGA,ADM SAO PERU,ADM SAO PERU,SOC COM IMPORT Y EXPORT SOGANOL,SOC COM IMPORT Y EXPORT SOGANOL,UNKNOWN COUNTRY,Soy bean equivalents,1328727.01,954.30792
2014,BOLIVIA,FRONTERA PISIGA,ADM SAO PERU,ADM SAO PERU,SOC COM IMPORT Y EXPORT SOGANOL,SOC COM IMPORT Y EXPORT SOGANOL,UNKNOWN COUNTRY,Soy bean equivalents,1033354.17,828.21756
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,36027080.56,83088.3942
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,26002159.12,56784.27924
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,CARGILL BOLIVIA S A,CARGILL,AGROPECUARIA NIVAR C A,AGROPECUARIA NIVAR C A,CUBA,Soy bean equivalents,2387750,5100
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,CARGILL BOLIVIA S A,CARGILL,CARGILL INC,CARGILL,UNKNOWN COUNTRY,Soy bean equivalents,24188399.6,43645.99074
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,CARGILL BOLIVIA S A,CARGILL,CARGILL INC,CARGILL,UNKNOWN COUNTRY,Soy bean equivalents,12723051.09,23411.8305
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,CARGILL BOLIVIA S A,CARGILL,GRANJA LA ROSA C A,GRANJA LA ROSA C A,CUBA,Soy bean equivalents,1080321.72,2547.5163
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,CARGILL BOLIVIA S A,CARGILL,MOREIRA CORDOVA ROBERTO LUCIO,MOREIRA CORDOVA ROBERTO LUCIO,UNKNOWN COUNTRY,Soy bean equivalents,16244681.91,38460.54126
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,AMERINTER USA CORP,AMERINTER USA CORP,CHANNEL ISLANDS,Soy bean equivalents,2726468.31,6356.4207
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,AMERINTER USA CORP,AMERINTER USA CORP,CUBA,Soy bean equivalents,49881215.38,115256.98998
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,AMERINTER USA CORP,AMERINTER USA CORP,CUBA,Soy bean equivalents,3607005.37,8160
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE AGRITRADE,BUNGE,CHANNEL ISLANDS,Soy bean equivalents,1626780,2040
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE AGRITRADE,BUNGE,UNKNOWN COUNTRY,Soy bean equivalents,38123837.51,65143.371
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE AGRITRADE,BUNGE,UNKNOWN COUNTRY,Soy bean equivalents,101780943.58,184735.0968
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE LATIN AMERICA LLC,BUNGE,CANADA,Soy bean equivalents,6415990.74,16589.1984
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE LATIN AMERICA LLC,BUNGE,CHANNEL ISLANDS,Soy bean equivalents,1891822,2091
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,BUNGE LATIN AMERICA LLC,BUNGE,UNKNOWN COUNTRY,Soy bean equivalents,92648372.26,155640.6831
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,CUBA,Soy bean equivalents,99305945.12,197813.04108
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,UNKNOWN COUNTRY,Soy bean equivalents,114614329.64,212556.77388
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,UNKNOWN COUNTRY,Soy bean equivalents,173371939.84,351506.13822
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,LUZAR TRADING S A,LUZAR TRADING S A,CAMEROON,Soy bean equivalents,8385253.5,20831.0163
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,LUZAR TRADING S A,LUZAR TRADING S A,CUBA,Soy bean equivalents,13445321.07,30600
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,LUZAR TRADING S A,LUZAR TRADING S A,CUBA,Soy bean equivalents,26133230.64,62504.4168
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,LUZAR TRADING S A,LUZAR TRADING S A,UNKNOWN COUNTRY,Soy bean equivalents,9734952.22,23202.2766
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,GRAVETAL BOLIVIA SA,GRAVETAL BOLIVIA SA,VENEZOLANA DE ALIMENTOS LA CASA S A,VENEZOLANA DE ALIMENTOS LA CASA S A,CUBA,Soy bean equivalents,6114384.12,6120
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,COLCUN S A,COLCUN S A,CAMEROON,Soy bean equivalents,1871574.95,5111.1282
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,COLCUN S A,COLCUN S A,CUBA,Soy bean equivalents,4132261.46,11495.62848
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,COLCUN S A,COLCUN S A,UNKNOWN COUNTRY,Soy bean equivalents,1568099.52,4645.54614
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,CAMEROON,Soy bean equivalents,13035541.08,29613.34074
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,CUBA,Soy bean equivalents,4633492.85,9547.5621
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,CUBA,Soy bean equivalents,5641613.14,12016.2732
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,UNKNOWN COUNTRY,Soy bean equivalents,7465883.99,15733.8876
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,PIERRE MICHEL VINCENT,PIERRE MICHEL VINCENT,UNKNOWN COUNTRY,Soy bean equivalents,29296034.61,65436.6414
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,PIERRE MICHEL VINCENT,PIERRE MICHEL VINCENT,UNKNOWN COUNTRY,Soy bean equivalents,28000766.07,61335.6498
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,VITAPRO SA,VITAPRO SA,CAMEROON,Soy bean equivalents,2797795.06,6537.50334
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRO FARM MANAGEMENT CORP,AGRO FARM MANAGEMENT CORP,UNKNOWN COUNTRY,Soy bean equivalents,28945916.25,61176.85722
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,61680138.42,147952.59936
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,41837852.08,90373.53
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,LDC BOLIVIA LTDA,LDC BOLIVIA LTDA,LDC TRADING Y SERVICE CO S A,LDC TRADING Y SERVICE CO S A,UNKNOWN COUNTRY,Soy bean equivalents,10418081.89,21454.03434
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,AMERINTER USA CORP,AMERINTER USA CORP,CUBA,Soy bean equivalents,7830000.08,18360
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,AMERINTER USA CORP,AMERINTER USA CORP,UNKNOWN COUNTRY,Soy bean equivalents,15287880.24,37312.5486
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,AVICOLA DE OCCIDENTE(AVIDOCA) C A,AVICOLA DE OCCIDENTE(AVIDOCA) C A,CUBA,Soy bean equivalents,4020281.88,8792.4
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,BUNGE AGRITRADE,BUNGE,BARBADOS,Soy bean equivalents,1888000.02,2244
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,BUNGE AGRITRADE,BUNGE,UNKNOWN COUNTRY,Soy bean equivalents,32254348.63,49342.77642
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,NUTRIOIL S A,NUTRIOIL S A,UNKNOWN COUNTRY,Soy bean equivalents,18123447.4,37531.33554
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,NUTRIOIL S A,NUTRIOIL S A,UNKNOWN COUNTRY,Soy bean equivalents,72343417.93,146757.3093
2013,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,PLANET CARGO S A,PLANET CARGO S A,CUBA,Soy bean equivalents,4250000,10200
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,PLANET CARGO S A,PLANET CARGO S A,UNKNOWN COUNTRY,Soy bean equivalents,2711500,6507.6
2014,BOLIVIA,FRONTERA PUERTO SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,SEABOARD OVERSEAS LTD,SEABOARD OVERSEAS LTD,UNKNOWN COUNTRY,Soy bean equivalents,18678682.83,44933.9886
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ADM CHILE COMERCIAL LTDA,ADM CHILE COMERCIAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,973386.84,2322.693
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ADM CHILE COMERCIAL LTDA,ADM CHILE COMERCIAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,427229.35,942.80946
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ADM SAO PERU,ADM SAO PERU,CAMEROON,Soy bean equivalents,235767.53,223.5024
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ADM SAO PERU,ADM SAO PERU,CAMEROON,Soy bean equivalents,1454293.87,1467.7596
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,1018055.72,2313.57522
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,1344211.37,2902.4916
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,47018349.28,100377.70122
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,4700610.8,9816.56058
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,57885856.6500001,124715.27658
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ALMACENES EXITO SA,ALMACENES EXITO SA,UNKNOWN COUNTRY,Soy bean equivalents,813736.01,673.8069
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ARICA TRADING SA,ARICA TRADING SA,UNKNOWN COUNTRY,Soy bean equivalents,256663.65,192.60048
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,CANUELAS CHILE SPA,CANUELAS CHILE SPA,UNKNOWN COUNTRY,Soy bean equivalents,251590.54,490.41702
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,CI ADM COLOMBIA LTDA,CI ADM COLOMBIA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,2002622.63,1524.73476
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,COMERCIAL CHACAO S A,COMERCIAL CHACAO S A,UNKNOWN COUNTRY,Soy bean equivalents,32571.88,22.848
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,COMERCIALIZADORA FLORALIA S A,COMERCIALIZADORA FLORALIA S A,UNKNOWN COUNTRY,Soy bean equivalents,416356.88,334.02348
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,COMERCIALIZADORA FLORALIA S A,COMERCIALIZADORA FLORALIA S A,UNKNOWN COUNTRY,Soy bean equivalents,1059237.58,879.60924
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,COMERCIALIZADORA GIRALDO Y GOMEZ,COMERCIALIZADORA GIRALDO Y GOMEZ,UNKNOWN COUNTRY,Soy bean equivalents,1068717.47,801.7914
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,COMERCIALIZADORA GIRALDO Y GOMEZ,COMERCIALIZADORA GIRALDO Y GOMEZ,UNKNOWN COUNTRY,Soy bean equivalents,2226170.54,1868.1657
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,DICOLVENTAS S A S,DICOLVENTAS S A S,UNKNOWN COUNTRY,Soy bean equivalents,1862581.31,1518.0966
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,DISTRIB NACIONAL DE CARNES DINACAR,DISTRIB NACIONAL DE CARNES DINACAR,UNKNOWN COUNTRY,Soy bean equivalents,161169.47,307.7034
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,IMPORTADORA D SIERRA EU,IMPORTADORA D SIERRA EU,UNKNOWN COUNTRY,Soy bean equivalents,1378544.24,1044.14748
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,JOHN RESTREPO A Y CIA S A,JOHN RESTREPO A Y CIA S A,UNKNOWN COUNTRY,Soy bean equivalents,795850.19,614.83866
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,JOHN RESTREPO A Y CIA S A,JOHN RESTREPO A Y CIA S A,UNKNOWN COUNTRY,Soy bean equivalents,2032567.64,1655.3376
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,KYC SEAFOODS LIMITADA,KYC SEAFOODS LIMITADA,UNKNOWN COUNTRY,Soy bean equivalents,6583.74,4.692
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,MERCADO ZAPATOCA S A,MERCADO ZAPATOCA S A,UNKNOWN COUNTRY,Soy bean equivalents,55786.14,47.29536
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,MODERNA ALIMENTOS SA,MODERNA ALIMENTOS SA,UNKNOWN COUNTRY,Soy bean equivalents,1424982.04,971.49084
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,MODERNA ALIMENTOS SA,MODERNA ALIMENTOS SA,UNKNOWN COUNTRY,Soy bean equivalents,755594.4,567.54432
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,OLIOJOYA INDUSTRIA ACEITERA CIA LTD,OLIOJOYA INDUSTRIA ACEITERA CIA LTD,UNKNOWN COUNTRY,Soy bean equivalents,158881.07,126.4494
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,OLIOJOYA INDUSTRIA ACEITERA CIA LTD,OLIOJOYA INDUSTRIA ACEITERA CIA LTD,UNKNOWN COUNTRY,Soy bean equivalents,20843.16,18.8904
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ORGANIZACION CARDENAS S A,ORGANIZACION CARDENAS S A,UNKNOWN COUNTRY,Soy bean equivalents,3257572.42,2481.94866
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,ORGANIZACION CARDENAS S A,ORGANIZACION CARDENAS S A,UNKNOWN COUNTRY,Soy bean equivalents,2663565.58,2246.52858
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,PRODUCTOS LA DONA S A,PRODUCTOS LA DONA S A,UNKNOWN COUNTRY,Soy bean equivalents,42448.92,41.4324
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,PROVECOL ANTIOQUIA S A,PROVECOL ANTIOQUIA S A,UNKNOWN COUNTRY,Soy bean equivalents,449726.63,316.16328
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,SOC COM IMPORT Y EXPORT SOGANOL,SOC COM IMPORT Y EXPORT SOGANOL,UNKNOWN COUNTRY,Soy bean equivalents,30069.58,21.39552
