YEAR,COUNTRY OF PRODUCTION,DEPARTMENT,MUNICIPALITY OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES,COFFEE_BEAN,TRASE_GEOCODE
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,123.180135765957,0.0332482819259248,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,59502.4841807901,15.5747778905607,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,ALLPRESS ESPRESSO AUSTRALIA PTY LTD,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,106.618151112096,0.0331534789031696,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ALLY COFFEE TRADING SA,ALLY COFFEE TRADING SA,UNITED STATES,UNITED STATES,Coffee equivalents,30031.1862200574,7.7617160123299,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ALOIS DALLMAYR KAFFEE BERLIN GMBH Y CO KG,ALOIS DALLMAYR KAFFEE BERLIN GMBH Y CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,361231.629741603,127.315915333824,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,AMERICAN COFFEE,AMERICAN COFFEE,CANADA,CANADA,Coffee equivalents,1056605.3763929,334.037201538032,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,AMERICAN COFFEE,AMERICAN COFFEE,UNITED STATES,UNITED STATES,Coffee equivalents,524698.968490741,170.841037691538,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,AZUL KAFFEE GMBH AND CO KG,AZUL KAFFEE GMBH AND CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,695815.575805885,219.108981725501,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,AZUL KAFFEE GMBH AND CO KG,AZUL KAFFEE GMBH AND CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,555.082764330235,0.187148061684139,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BALZAC BROS AND CO INC,BALZAC BROS AND CO INC,UNITED STATES,UNITED STATES,Coffee equivalents,174135.538038059,38.8554786478267,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNAHRD ROTHFOS GMBH,BERNAHRD ROTHFOS GMBH,SPAIN,EUROPEAN UNION,Coffee equivalents,28040.0986579404,7.779100833068,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,126215.124656614,31.0306921230516,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,1181.06893345899,0.39768661461898,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,Coffee equivalents,4150806.64824129,1220.44271668611,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,Coffee equivalents,10731.0811471467,3.61423079462042,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,POLAND,EUROPEAN UNION,Coffee equivalents,187.471081438036,0.0662776550538512,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,SPAIN,EUROPEAN UNION,Coffee equivalents,7661065.49297563,1598.72549989709,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,SPAIN,EUROPEAN UNION,Coffee equivalents,12402.1335914549,3.1756289190716,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,192640.365744765,46.6232591325071,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,486.97003302028,0.165829447403469,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,GERMANY,EUROPEAN UNION,Coffee equivalents,23965.1007199096,7.79244267223911,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,GERMANY,EUROPEAN UNION,Coffee equivalents,398.756940745888,0.13288970622433,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,ITALY,EUROPEAN UNION,Coffee equivalents,1038788.25176478,306.240894668582,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,ITALY,EUROPEAN UNION,Coffee equivalents,6608.85978316579,2.00357914874855,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,MOROCCO,MOROCCO,Coffee equivalents,49134.1568776751,16.0914709348235,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,PORTUGAL,EUROPEAN UNION,Coffee equivalents,85510.9360855334,23.2956597890639,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,SPAIN,EUROPEAN UNION,Coffee equivalents,188949.859396738,54.3962954932246,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,SPAIN,EUROPEAN UNION,Coffee equivalents,743.391645935729,0.265127857128633,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,SWITZERLAND,SWITZERLAND,Coffee equivalents,47874.2506179135,15.5666919274267,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS INTERCAFE,BERNHARD ROTHFOS INTERCAFE,SWITZERLAND,SWITZERLAND,Coffee equivalents,201.423880062715,0.0725105228771776,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,CAFINSA INDUSTRIAL DE CAFE DEL NORTE SA,CAFINSA INDUSTRIAL DE CAFE DEL NORTE SA,SPAIN,EUROPEAN UNION,Coffee equivalents,224326.720317482,67.7858418468209,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,CAFINSA INDUSTRIAL DE CAFE DEL NORTE SA,CAFINSA INDUSTRIAL DE CAFE DEL NORTE SA,SPAIN,EUROPEAN UNION,Coffee equivalents,307.47898740421,0.108354683935273,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,CARDINAL INTL LLC,CARDINAL INTL LLC,ARMENIA,ARMENIA,Coffee equivalents,99.6453198407947,0.0332103607168227,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COFFEE AMERICA USA,COFFEE AMERICA USA,CANADA,CANADA,Coffee equivalents,270856.158019745,69.8057154376949,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COFFEE AMERICA USA,COFFEE AMERICA USA,UNITED STATES,UNITED STATES,Coffee equivalents,122.585531207236,0.0331465841378783,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COFFEE HANDELS,COFFEE HANDELS,GERMANY,EUROPEAN UNION,Coffee equivalents,44621.1746605278,16.1278577689265,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COFFY HANDELS,COFFY HANDELS,GERMANY,EUROPEAN UNION,Coffee equivalents,191108.856026314,64.3428387443622,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COFFY HANDELS,COFFY HANDELS,GERMANY,EUROPEAN UNION,Coffee equivalents,192.470889436668,0.0684219270594424,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COMERCIAL DE MATERIAS PRIMAS S A,COMERCIAL DE MATERIAS PRIMAS S A,SPAIN,EUROPEAN UNION,Coffee equivalents,314.758687441713,0.0994328576483436,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COMPANY RUSSCOM,COMPANY RUSSCOM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,100.601279048432,0.0332362160866651,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,CONTAINER TERMINAL VREDE ZAANSTAD B V,CONTAINER TERMINAL VREDE ZAANSTAD B V,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,194.346075989854,0.0662328390794578,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COPROCAFE IBERICA SA,COPROCAFE IBERICA SA,PORTUGAL,EUROPEAN UNION,Coffee equivalents,76312.4535847934,23.3239606600329,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COPROCAFE IBERICA SA,COPROCAFE IBERICA SA,PORTUGAL,EUROPEAN UNION,Coffee equivalents,91.9631551163258,0.033158649977138,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COPROCAFE IBERICA SA,COPROCAFE IBERICA SA,SPAIN,EUROPEAN UNION,Coffee equivalents,269096.2764445,85.4273919144328,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,COPROCAFE IBERICA SA,COPROCAFE IBERICA SA,SPAIN,EUROPEAN UNION,Coffee equivalents,1194.42817897665,0.36480720263614,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,DAVIDSON AND SONS CUSTOMS BROKER LTD,DAVIDSON AND SONS CUSTOMS BROKER LTD,CANADA,CANADA,Coffee equivalents,23378.2781173856,7.7742492551876,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,GERMANY,EUROPEAN UNION,Coffee equivalents,224947.322030998,76.3076383937471,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,GERMANY,EUROPEAN UNION,Coffee equivalents,209.096771327867,0.0724019303238398,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,EXP DE CAFE CALIFORNIA S A DE C V,EXP DE CAFE CALIFORNIA S A DE C V,MEXICO,MEXICO,Coffee equivalents,486685.659075247,124.435695265492,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,219872.365376038,76.4131602126458,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,2237.51236426709,0.711705252428153,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,GEBR WESTHOFF GMBH AND CO,GEBR WESTHOFF GMBH AND CO,GERMANY,EUROPEAN UNION,Coffee equivalents,76818.1537621755,25.4436958956119,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,1045045.64306671,331.040543600571,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,12851.3338244189,3.97871911436184,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,I AND M SMITH PTY LTD,I AND M SMITH PTY LTD,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,289414.187320891,80.4896985266537,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,I AND M SMITH PTY LTD,I AND M SMITH PTY LTD,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,1140.56949582387,0.377467715402272,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,I M FRELLSEN KS,I M FRELLSEN KS,DENMARK,EUROPEAN UNION,Coffee equivalents,36355.036052991,8.74820351467831,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,I M FRELLSEN KS,I M FRELLSEN KS,DENMARK,EUROPEAN UNION,Coffee equivalents,206.406606280337,0.0748392298543109,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INDS BANILEJAS S A S,INDS BANILEJAS S A S,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,885211.695465008,310.657447732375,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INDS BANILEJAS S A S,INDS BANILEJAS S A S,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,752.182644051256,0.344631395702502,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ING BANK BELGIUM,ING BANK BELGIUM,BELGIUM,EUROPEAN UNION,Coffee equivalents,24482.8611113061,8.05887515750452,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,CANADA,CANADA,Coffee equivalents,110347.481267302,31.0872938649896,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,GERMANY,EUROPEAN UNION,Coffee equivalents,118732.681639006,38.883375220639,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,GERMANY,EUROPEAN UNION,Coffee equivalents,683.410618047236,0.232188115949493,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,ISRAEL,ISRAEL,Coffee equivalents,32796.0317234119,7.7681847828371,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,ISRAEL,ISRAEL,Coffee equivalents,997.604675922332,0.331527894266404,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,123029.740339604,38.9023772340039,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,213.291167318997,0.0661466545133166,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,228826.898412006,62.2671720078635,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,995.476537667522,0.265139922967893,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JACOBS DOUWE EGBERTS S E AB,JACOBS DOUWE EGBERTS S E AB,NORWAY,NORWAY,Coffee equivalents,350243.44463358,118.66272188597,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JACOBS DOUWE EGBERTS S E AB,JACOBS DOUWE EGBERTS S E AB,NORWAY,NORWAY,Coffee equivalents,821.411034569908,0.288938929062104,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JACOBS DOUWE EGBERTS S E AB,JACOBS DOUWE EGBERTS S E AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,194.314825466171,0.0722743771659509,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JJ DARBOVEN GMBH AND CO KG,JJ DARBOVEN GMBH AND CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,299.859565043892,0.108723553878357,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JOH JOHANSSON KAFFE AS,JOH JOHANSSON KAFFE AS,NORWAY,NORWAY,Coffee equivalents,154710.919895915,46.7223121808986,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JOH JOHANSSON KAFFE AS,JOH JOHANSSON KAFFE AS,NORWAY,NORWAY,Coffee equivalents,5639.51597451136,1.72657850578831,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,JULIUS MEINL AUSTRIA GMBH,JULIUS MEINL AUSTRIA GMBH,ITALY,EUROPEAN UNION,Coffee equivalents,206.149896931629,0.0747461505228785,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KAFFEHUSET FRIELE AS,KAFFEHUSET FRIELE AS,NORWAY,NORWAY,Coffee equivalents,306195.059386557,84.7728331987353,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KAFFEHUSET KARLSTAD,KAFFEHUSET KARLSTAD,SWEDEN,EUROPEAN UNION,Coffee equivalents,294483.940658575,101.696754038204,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KAFFEHUSET KARLSTAD,KAFFEHUSET KARLSTAD,SWEDEN,EUROPEAN UNION,Coffee equivalents,205.047165407854,0.0722106005870065,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KAFFIBRENNSLA HAFNARFJARDUR,KAFFIBRENNSLA HAFNARFJARDUR,ICELAND,ICELAND,Coffee equivalents,25076.4395360286,7.79082547961231,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,885387.71475349,322.531684594659,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,3253.80819731289,1.19238070947575,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,FRANCE,EUROPEAN UNION,Coffee equivalents,47172.8337458543,16.9817354758773,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,GERMANY,EUROPEAN UNION,Coffee equivalents,225034.399767988,76.205350960102,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,LLC JACOBS RUS NORTHERN PART OF P Z GORELO LOMONOSOVSKY,LLC JACOBS RUS NORTHERN PART OF P Z GORELO LOMONOSOVSKY,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,46202.2877198246,16.9692022330196,Green,CO-54
2016,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,LLC JACOBS RUS NORTHERN PART OF P Z GORELO LOMONOSOVSKY,LLC JACOBS RUS NORTHERN PART OF P Z GORELO LOMONOSOVSKY,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,208.996435255965,0.0725898126780275,Green,CO-54
2015,COLOMBIA,NORTE DE SANTANDER,CARTAGENA DE INDIAS,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,LTD LIABILITY CO PAULIG RUS,LTD LIABILITY CO PAULIG RUS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,115966.760702555,30.9421508267342,Green,CO-54
