YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2017,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,SOUTH KOREA,SOUTH KOREA,Corn equivalents,1103884,10414
2014,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,URUGUAY,URUGUAY,Corn equivalents,298806.34,1855.94
2013,PARAGUAY,PUERTO SANTA MARIA,NOBLE PARAGUAY S.A.,NOBLE,URUGUAY,URUGUAY,Corn equivalents,75000,500
2016,PARAGUAY,PUERTO SEGURO FLUVIAL,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,ECUADOR,ECUADOR,Corn equivalents,4900,14
2013,PARAGUAY,PUERTO SEGURO FLUVIAL,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COLOMBIA,COLOMBIA,Corn equivalents,7322,20.625
2013,PARAGUAY,PUERTO SEGURO FLUVIAL,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,GUINEA,GUINEA,Corn equivalents,89928,459.56
2015,PARAGUAY,PUERTO SEGURO FLUVIAL,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),JORDAN,JORDAN,Corn equivalents,2,0.008186046512
2018,PARAGUAY,PUERTO SEGURO FLUVIAL,GL SOUTH AMERICA,GL SOUTH AMERICA,JAPAN,JAPAN,Corn equivalents,4380,15
2018,PARAGUAY,PUERTO SEGURO FLUVIAL,NUTREX,NUTREX,INDONESIA,INDONESIA,Corn equivalents,85188,351.488372109
2018,PARAGUAY,PUERTO SEGURO FLUVIAL,NUTREX,NUTREX,SPAIN,EUROPEAN UNION,Corn equivalents,68588,127.60465119852
2018,PARAGUAY,PUERTO SEGURO FLUVIAL,NUTREX,NUTREX,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Corn equivalents,304340,459.590697803104
2018,PARAGUAY,PUERTO SEGURO FLUVIAL,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,74603,350.976744202
2017,PARAGUAY,PUERTO SEGURO FLUVIAL,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,PERU,PERU,Corn equivalents,7500,25
2013,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,CHINA (HONG KONG),CHINA (HONG KONG),Corn equivalents,97126,404.69
2015,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,CHINA (HONG KONG),CHINA (HONG KONG),Corn equivalents,192182,986.68
2016,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,CHINA (HONG KONG),CHINA (HONG KONG),Corn equivalents,56829,299.1
2015,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,95820,506.36
2015,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,OMAN,OMAN,Corn equivalents,622277,2809.75
2016,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,OMAN,OMAN,Corn equivalents,700921,3048.56
2015,PARAGUAY,PUERTO SEGURO FLUVIAL,THE GRAIN LEADER,THE GRAIN LEADER,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Corn equivalents,655529,2926.47
2017,PARAGUAY,PUERTO TORO CUA,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,CHILE,CHILE,Corn equivalents,1013105,7112
2018,PARAGUAY,PUERTO TORO CUA,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,720720,4400
2017,PARAGUAY,PUERTO TORO CUA,AGROTORO,AGROTORO,CHILE,CHILE,Corn equivalents,723646,5080
2018,PARAGUAY,PUERTO TORO CUA,AGROTORO,AGROTORO,CHILE,CHILE,Corn equivalents,1289600,8000
2018,PARAGUAY,PUERTO TORO CUA,AGROTORO,AGROTORO,URUGUAY,URUGUAY,Corn equivalents,806497,4923.672
2013,PARAGUAY,PUERTO TRES FRONTERAS,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Corn equivalents,1819958,8726.535
2013,PARAGUAY,PUERTO TRIUNFO,AGRITRADE,AGRITRADE,CHILE,CHILE,Corn equivalents,7931319,39027.23
2015,PARAGUAY,PUERTO TRIUNFO,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Corn equivalents,1442752,9169.497
2018,PARAGUAY,PUERTO TRIUNFO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,URUGUAY,URUGUAY,Corn equivalents,1105000,8500
2015,PARAGUAY,PUERTO TROCIUK,ADM PARAGUAY,ADM,PUERTO RICO,PUERTO RICO,Corn equivalents,608836,5164.006
2016,PARAGUAY,PUERTO TROCIUK,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,COSTA RICA,COSTA RICA,Corn equivalents,2211552,14485.834
2015,PARAGUAY,PUERTO TROCIUK,HOLTKER BEATE VERONIKA,HOLTKER BEATE VERONIKA,MALAYSIA,MALAYSIA,Corn equivalents,953951,7999.59
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CAMEROON,CAMEROON,Corn equivalents,970636.52,5495.9
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,Corn equivalents,52563572,246121.635
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,Corn equivalents,59001692.35,320437.7
2015,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,Corn equivalents,53597697,313879.965
2016,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,Corn equivalents,5766448,33299.345
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,COLOMBIA,COLOMBIA,Corn equivalents,7670450,27688.64
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,CONGO DEMOCRATIC REPUBLIC OF THE,CONGO DEMOCRATIC REPUBLIC OF THE,Corn equivalents,835953.72,4079.415
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,COSTA RICA,COSTA RICA,Corn equivalents,9835631,36496.625
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,3106350,15000
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,INDONESIA,INDONESIA,Corn equivalents,3124737,10603.4
2017,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,Corn equivalents,10989453,75234.815
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,MALAYSIA,MALAYSIA,Corn equivalents,6645181,22356.28
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,MALAYSIA,MALAYSIA,Corn equivalents,1466371.14,7004.4
2015,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,MALAYSIA,MALAYSIA,Corn equivalents,3852519,24757.53
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,MAURITIUS,MAURITIUS,Corn equivalents,1494203,7870.025
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,NIGERIA,NIGERIA,Corn equivalents,5934948,19800.32
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,NIGERIA,NIGERIA,Corn equivalents,5524935.45,31080.87
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Corn equivalents,11180526,39883.52
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,PUERTO RICO,PUERTO RICO,Corn equivalents,1848633,9995.85
2014,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,PUERTO RICO,PUERTO RICO,Corn equivalents,2584771.56,12498.145
2018,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SAUDI ARABIA,SAUDI ARABIA,Corn equivalents,15411155,95564.435
2015,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SENEGAL,SENEGAL,Corn equivalents,3303905,20993.17
2016,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Corn equivalents,13154650,86997.68
2015,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Corn equivalents,18078398,115342.973
2017,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Corn equivalents,31479092,210855.645
2018,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Corn equivalents,25538705,157325.74
2018,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,URUGUAY,URUGUAY,Corn equivalents,939475,5728.504
2013,PARAGUAY,PUERTO UNION,CARGILL AGROPECUARIA SACI,CARGILL,VENEZUELA,VENEZUELA,Corn equivalents,1589381,4998.055
2015,PARAGUAY,PUERTO UNION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,CHILE,CHILE,Corn equivalents,1292345,7850
2015,PARAGUAY,PUERTO UNION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,MAURITIUS,MAURITIUS,Corn equivalents,4663107,35175
2015,PARAGUAY,PUERTO UNION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,MOROCCO,MOROCCO,Corn equivalents,4266687,32500
2015,PARAGUAY,PUERTO UNION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,SENEGAL,SENEGAL,Corn equivalents,3485305,27261.2
2017,PARAGUAY,PUERTO VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,475036,3006.56
2016,PARAGUAY,PUERTO VILLETA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,TUNISIA,TUNISIA,Corn equivalents,1998344,14693.706
2014,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,CHILE,CHILE,Corn equivalents,1665982.09,9711.35
2015,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,MALAYSIA,MALAYSIA,Corn equivalents,777688,4999.284
2014,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,MOROCCO,MOROCCO,Corn equivalents,1246294.8,6999.69
2015,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,MOROCCO,MOROCCO,Corn equivalents,52104,288.65
2015,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,SOUTH AFRICA,SOUTH AFRICA,Corn equivalents,608811,5031.494
2017,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,2025118,14052.029
2018,PARAGUAY,PUERTO VILLETA,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,2320623,16156.609
2015,PARAGUAY,PUERTO VILLETA,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,MOROCCO,MOROCCO,Corn equivalents,310000,2000
2014,PARAGUAY,PUERTO VILLETA,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,MOROCCO,MOROCCO,Corn equivalents,430676.1,3166.736
2013,PARAGUAY,PUERTO VILLETA,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Corn equivalents,627180,3000
2017,PARAGUAY,PUERTO VILLETA,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,ALGERIA,ALGERIA,Corn equivalents,821358,6623
2013,PARAGUAY,PUERTO VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,ECUADOR,ECUADOR,Corn equivalents,8379900,29998.221
2013,PARAGUAY,PUERTO VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,PERU,PERU,Corn equivalents,17109113,91004.396
2017,PARAGUAY,PUERTO VILLETA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,TUNISIA,TUNISIA,Corn equivalents,1506668,8585
2017,PARAGUAY,SALTO DEL GUAIRA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,252000,2000
2014,PARAGUAY,SALTO DEL GUAIRA,AGRIDESA S.A,AGRIDESA S.A,BRAZIL,BRAZIL,Corn equivalents,216000,2000
2016,PARAGUAY,SALTO DEL GUAIRA,AGRIDESA S.A,AGRIDESA S.A,BRAZIL,BRAZIL,Corn equivalents,1483000,9000
2018,PARAGUAY,SALTO DEL GUAIRA,AGRIDESA S.A,AGRIDESA S.A,BRAZIL,BRAZIL,Corn equivalents,411500,2500
2013,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,876000,5500
2014,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,314000,2000
2015,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,588500,5500
2016,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,5811881,38746.55
2017,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,6361750,53000
2018,PARAGUAY,SALTO DEL GUAIRA,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,6197000,38000
2018,PARAGUAY,SALTO DEL GUAIRA,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,487800,3000
2013,PARAGUAY,SALTO DEL GUAIRA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,1175380,3617.5
2014,PARAGUAY,SALTO DEL GUAIRA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,806279.04,2246
2015,PARAGUAY,SALTO DEL GUAIRA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,671560,1962
2016,PARAGUAY,SALTO DEL GUAIRA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,100100,286
2014,PARAGUAY,SALTO DEL GUAIRA,AGROMERCOSUR S.A.C.I. IMPORT-EXPORT.,AGROMERCOSUR S.A.C.I. IMPORT-EXPORT.,BRAZIL,BRAZIL,Corn equivalents,333000,2000
2016,PARAGUAY,SALTO DEL GUAIRA,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,BRAZIL,BRAZIL,Corn equivalents,4053780,29789.25
2017,PARAGUAY,SALTO DEL GUAIRA,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,BRAZIL,BRAZIL,Corn equivalents,1932000,14500
2018,PARAGUAY,SALTO DEL GUAIRA,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,BRAZIL,BRAZIL,Corn equivalents,3369500,18000
2013,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,1697000,15000
2014,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,1777500,15000
2015,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,745500,7000
2016,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,4152000,26500
2017,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,1111300,9200
2018,PARAGUAY,SALTO DEL GUAIRA,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,2513320,19000
2016,PARAGUAY,SALTO DEL GUAIRA,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,BRAZIL,BRAZIL,Corn equivalents,314000,2000
2013,PARAGUAY,SALTO DEL GUAIRA,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,451000,4000
2016,PARAGUAY,SALTO DEL GUAIRA,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,3123200,19200
2017,PARAGUAY,SALTO DEL GUAIRA,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,217000,2000
2018,PARAGUAY,SALTO DEL GUAIRA,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,1436500,8500
2016,PARAGUAY,SALTO DEL GUAIRA,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,BRAZIL,BRAZIL,Corn equivalents,836000,5000
2014,PARAGUAY,SALTO DEL GUAIRA,BIO CAMPO SOCIEDAD ANONIMA,BIO CAMPO SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,1128131,8090
2016,PARAGUAY,SALTO DEL GUAIRA,BUNGE PARAGUAY SA,BUNGE,BRAZIL,BRAZIL,Corn equivalents,445800,2760
2018,PARAGUAY,SALTO DEL GUAIRA,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),BOLIVIA,BOLIVIA,Corn equivalents,42525,135
2018,PARAGUAY,SALTO DEL GUAIRA,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),BRAZIL,BRAZIL,Corn equivalents,884472,3132
2018,PARAGUAY,SALTO DEL GUAIRA,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,231890,782.44
2016,PARAGUAY,SALTO DEL GUAIRA,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),URUGUAY,URUGUAY,Corn equivalents,7840,28
2013,PARAGUAY,SALTO DEL GUAIRA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,187000,1000
2014,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BOLIVIA,BOLIVIA,Corn equivalents,48330,162
2015,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BOLIVIA,BOLIVIA,Corn equivalents,76680,270
2016,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BOLIVIA,BOLIVIA,Corn equivalents,46440,162
2013,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BRAZIL,BRAZIL,Corn equivalents,1571818,4695.52
2014,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BRAZIL,BRAZIL,Corn equivalents,1745964,6016.56
2015,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BRAZIL,BRAZIL,Corn equivalents,116873,501.6
2013,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,CHILE,CHILE,Corn equivalents,9419,27.3
2014,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,CHILE,CHILE,Corn equivalents,757233.61,2298.7
2015,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,CHILE,CHILE,Corn equivalents,1068770,3735.7
2016,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,CHILE,CHILE,Corn equivalents,24300,54
2014,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,URUGUAY,URUGUAY,Corn equivalents,54312,148.8
2015,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,URUGUAY,URUGUAY,Corn equivalents,157708,471.2
2016,PARAGUAY,SALTO DEL GUAIRA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,URUGUAY,URUGUAY,Corn equivalents,64960,224
2016,PARAGUAY,SALTO DEL GUAIRA,CRAP,CRAP,BRAZIL,BRAZIL,Corn equivalents,141000,1000
2013,PARAGUAY,SALTO DEL GUAIRA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,3246300,26800
2014,PARAGUAY,SALTO DEL GUAIRA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,2672100,21260
2016,PARAGUAY,SALTO DEL GUAIRA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,6628050,43600
2017,PARAGUAY,SALTO DEL GUAIRA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,2482000,20000
2018,PARAGUAY,SALTO DEL GUAIRA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,567290,4560
2013,PARAGUAY,SALTO DEL GUAIRA,DEKALPAR,DEKALPAR,BRAZIL,BRAZIL,Corn equivalents,165750,1500
2013,PARAGUAY,SALTO DEL GUAIRA,DIAGRO SA,DIAGRO,BRAZIL,BRAZIL,Corn equivalents,478500,3500
2016,PARAGUAY,SALTO DEL GUAIRA,DIAGRO SA,DIAGRO,BRAZIL,BRAZIL,Corn equivalents,655500,4500
2017,PARAGUAY,SALTO DEL GUAIRA,DIAGRO SA,DIAGRO,BRAZIL,BRAZIL,Corn equivalents,877100,7400
2016,PARAGUAY,SALTO DEL GUAIRA,DKP TRADING,DKP TRADING,BRAZIL,BRAZIL,Corn equivalents,234712,1647.51
2018,PARAGUAY,SALTO DEL GUAIRA,FARMS GROUP,FARMS GROUP,BRAZIL,BRAZIL,Corn equivalents,504000,3000
2013,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,8566234,35925.090698033
2014,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,7292867.2,26010.7906978176
2015,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,1840839,7007
2016,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,595473,4987.0441861724
2014,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,163087.5,347.5
2015,PARAGUAY,SALTO DEL GUAIRA,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,SOUTH KOREA,SOUTH KOREA,Corn equivalents,28660,115.2
2015,PARAGUAY,SALTO DEL GUAIRA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,218000,2000
2016,PARAGUAY,SALTO DEL GUAIRA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,172000,1000
2018,PARAGUAY,SALTO DEL GUAIRA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,162000,1000
2014,PARAGUAY,SALTO DEL GUAIRA,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,BRAZIL,BRAZIL,Corn equivalents,1056500,7000
2015,PARAGUAY,SALTO DEL GUAIRA,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,BRAZIL,BRAZIL,Corn equivalents,345000,3000
2016,PARAGUAY,SALTO DEL GUAIRA,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,BRAZIL,BRAZIL,Corn equivalents,1825800,11100
2018,PARAGUAY,SALTO DEL GUAIRA,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,JR PAR IMPORT & EXPORT DE MACHADO JOSE ROBERTO,BRAZIL,BRAZIL,Corn equivalents,711000,4500
2017,PARAGUAY,SALTO DEL GUAIRA,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,393000,3000
2018,PARAGUAY,SALTO DEL GUAIRA,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,290000,2500
2016,PARAGUAY,SALTO DEL GUAIRA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,BRAZIL,BRAZIL,Corn equivalents,1154000,7000
