YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2013,PARAGUAY,CUSTODIA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,2846729,18435.568
2014,PARAGUAY,CUSTODIA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,862671.04,5780.686
2015,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,CHILE,CHILE,Corn equivalents,16297400,102587.589
2016,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,CHILE,CHILE,Corn equivalents,5539405,32513.972
2015,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,NIGERIA,NIGERIA,Corn equivalents,3529118,21997.864
2015,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,262500,1750
2016,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,78000,500
2017,PARAGUAY,CUSTODIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,117600,700
2014,PARAGUAY,ENCARNACION,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,117000,1000
2015,PARAGUAY,ENCARNACION,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,254137,2455.43
2017,PARAGUAY,ENCARNACION,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,512851,5147.51
2018,PARAGUAY,ENCARNACION,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,113130,900
2015,PARAGUAY,ENCARNACION,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,41040,432
2017,PARAGUAY,ENCARNACION,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,350000,3500
2017,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,854250,7500
2014,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,1239275,10088
2015,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,2494391,24144.74
2016,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,873880,6704
2017,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,1038464,6932
2018,PARAGUAY,ENCARNACION,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,2557792,14920
2017,PARAGUAY,ENCARNACION,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,282942,1606
2018,PARAGUAY,ENCARNACION,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,1412241,6256.53
2016,PARAGUAY,ENCARNACION,AGROINDUSTRIAL TRES FRONTERAS SA,AGROINDUSTRIAL TRES FRONTERAS SA,BRAZIL,BRAZIL,Corn equivalents,1748000,9500
2017,PARAGUAY,ENCARNACION,AGROINDUSTRIAL TRES FRONTERAS SA,AGROINDUSTRIAL TRES FRONTERAS SA,BRAZIL,BRAZIL,Corn equivalents,172000,1000
2018,PARAGUAY,ENCARNACION,AGROINDUSTRIAL TRES FRONTERAS SA,AGROINDUSTRIAL TRES FRONTERAS SA,URUGUAY,URUGUAY,Corn equivalents,17898,114
2013,PARAGUAY,ENCARNACION,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,255000,2500
2014,PARAGUAY,ENCARNACION,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,857960,7860
2015,PARAGUAY,ENCARNACION,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,199380,1910
2017,PARAGUAY,ENCARNACION,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,97000,1000
2018,PARAGUAY,ENCARNACION,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,URUGUAY,URUGUAY,Corn equivalents,262500,2500
2017,PARAGUAY,ENCARNACION,AGROSOY SOCIEDAD ANONIMA,AGROSOY SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,118500,1185
2013,PARAGUAY,ENCARNACION,AGROTEC,AGROTEC,URUGUAY,URUGUAY,Corn equivalents,38100,300
2018,PARAGUAY,ENCARNACION,AGROTEC,AGROTEC,URUGUAY,URUGUAY,Corn equivalents,563307,3000
2015,PARAGUAY,ENCARNACION,ALAGRO SOCIEDAD ANONIMA,ALAGRO SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,5130,54
2016,PARAGUAY,ENCARNACION,ALBO AGRICOLA SOCIEDAD ANONIMA,ALBO AGRICOLA SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,85000,500
2014,PARAGUAY,ENCARNACION,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,ARGENTINA,ARGENTINA,Corn equivalents,18522,42
2015,PARAGUAY,ENCARNACION,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,ARGENTINA,ARGENTINA,Corn equivalents,18376,47
2015,PARAGUAY,ENCARNACION,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,52110,103.75
2013,PARAGUAY,ENCARNACION,BENTO & ASOCIADOS SA,BENTO & ASOCIADOS SA,URUGUAY,URUGUAY,Corn equivalents,37260,324
2014,PARAGUAY,ENCARNACION,B.F. AGRONEGOCIOS SOCIEDAD ANONIMA,B.F. AGRONEGOCIOS SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,357922,3326.5
2014,PARAGUAY,ENCARNACION,BONATI S.A.,BONATI S.A.,CHILE,CHILE,Corn equivalents,2940,28
2014,PARAGUAY,ENCARNACION,C.G. DE CESAR WILFRIDO GIMENEZ GONZALEZ,C.G. DE CESAR WILFRIDO GIMENEZ GONZALEZ,URUGUAY,URUGUAY,Corn equivalents,43500,300
2017,PARAGUAY,ENCARNACION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,URUGUAY,URUGUAY,Corn equivalents,57200,440
2018,PARAGUAY,ENCARNACION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,URUGUAY,URUGUAY,Corn equivalents,815677,5702.188
2018,PARAGUAY,ENCARNACION,COAGRO TRADING S.A.,COAGRO TRADING S.A.,URUGUAY,URUGUAY,Corn equivalents,155344,1008
2017,PARAGUAY,ENCARNACION,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,URUGUAY,URUGUAY,Corn equivalents,495000,3000
2018,PARAGUAY,ENCARNACION,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,URUGUAY,URUGUAY,Corn equivalents,860174,4356
2016,PARAGUAY,ENCARNACION,COMPANIA DE AGROQUIMICOS DEL PARAGUAY (CIAGROPA),COMPANIA DE AGROQUIMICOS DEL PARAGUAY (CIAGROPA),URUGUAY,URUGUAY,Corn equivalents,34760,220
2017,PARAGUAY,ENCARNACION,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,BRAZIL,BRAZIL,Corn equivalents,273000,2100
2017,PARAGUAY,ENCARNACION,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,URUGUAY,URUGUAY,Corn equivalents,380820,2452
2018,PARAGUAY,ENCARNACION,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,URUGUAY,URUGUAY,Corn equivalents,1597620,8398
2017,PARAGUAY,ENCARNACION,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,URUGUAY,URUGUAY,Corn equivalents,129840,1014
2015,PARAGUAY,ENCARNACION,COOPERATIVA NARANJITO,COOPERATIVA NARANJITO,URUGUAY,URUGUAY,Corn equivalents,105000,1000
2013,PARAGUAY,ENCARNACION,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,37308,196.36
2018,PARAGUAY,ENCARNACION,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,288420,1518
2013,PARAGUAY,ENCARNACION,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,URUGUAY,URUGUAY,Corn equivalents,9000,24
2013,PARAGUAY,ENCARNACION,DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Corn equivalents,270108,1566
2014,PARAGUAY,ENCARNACION,DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Corn equivalents,436213.5,3763
2015,PARAGUAY,ENCARNACION,DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Corn equivalents,566798,5590
2016,PARAGUAY,ENCARNACION,DKP TRADING,DKP TRADING,URUGUAY,URUGUAY,Corn equivalents,364002,2230
2015,PARAGUAY,ENCARNACION,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,URUGUAY,URUGUAY,Corn equivalents,125400,760
2016,PARAGUAY,ENCARNACION,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,184800,1100
2013,PARAGUAY,ENCARNACION,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),URUGUAY,URUGUAY,Corn equivalents,133,0.08186046512
2015,PARAGUAY,ENCARNACION,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),URUGUAY,URUGUAY,Corn equivalents,18306,162
2017,PARAGUAY,ENCARNACION,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),URUGUAY,URUGUAY,Corn equivalents,133,0.08186046512
2018,PARAGUAY,ENCARNACION,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),URUGUAY,URUGUAY,Corn equivalents,266,0.16372093024
2014,PARAGUAY,ENCARNACION,ESTUDIO 3000 SA,ESTUDIO 3000 SA,URUGUAY,URUGUAY,Corn equivalents,69395,396
2015,PARAGUAY,ENCARNACION,FARGO EXPORT,FARGO EXPORT,URUGUAY,URUGUAY,Corn equivalents,29260,308
2017,PARAGUAY,ENCARNACION,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,ARGENTINA,ARGENTINA,Corn equivalents,417,1
2016,PARAGUAY,ENCARNACION,HERMANOS GALHERA AGRO VALLE DEL SOL S.A.,HERMANOS GALHERA AGRO VALLE DEL SOL S.A.,URUGUAY,URUGUAY,Corn equivalents,56000,500
2016,PARAGUAY,ENCARNACION,HOLTKER BEATE VERONIKA,HOLTKER BEATE VERONIKA,BRAZIL,BRAZIL,Corn equivalents,552000,3000
2016,PARAGUAY,ENCARNACION,HOLTKER BEATE VERONIKA,HOLTKER BEATE VERONIKA,URUGUAY,URUGUAY,Corn equivalents,190784,1012
2013,PARAGUAY,ENCARNACION,INDEGA,INDEGA,URUGUAY,URUGUAY,Corn equivalents,57750,412.5
2017,PARAGUAY,ENCARNACION,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,153632,1223.813953544
2018,PARAGUAY,ENCARNACION,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,2175526,15484.930233262
2017,PARAGUAY,ENCARNACION,KIMEX,KIMEX,URUGUAY,URUGUAY,Corn equivalents,1214094,8475
2018,PARAGUAY,ENCARNACION,KIMEX,KIMEX,URUGUAY,URUGUAY,Corn equivalents,3032020,24002.5
2013,PARAGUAY,ENCARNACION,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,60976,412
2013,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,354180,3024
2014,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,1436086,11678
2015,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,361925,3135
2016,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,357500,2500
2017,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,1398572,11367.47
2018,PARAGUAY,ENCARNACION,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,1608578,10596
2014,PARAGUAY,ENCARNACION,LIDER GRAIN SOCIEDAD ANONIMA,LIDER GRAIN SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,1482000,11700
2015,PARAGUAY,ENCARNACION,LIDER GRAIN SOCIEDAD ANONIMA,LIDER GRAIN SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,3685086,25453
2017,PARAGUAY,ENCARNACION,LIDER GRAIN SOCIEDAD ANONIMA,LIDER GRAIN SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,58000,290
2018,PARAGUAY,ENCARNACION,LIDER GRAIN SOCIEDAD ANONIMA,LIDER GRAIN SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,177137,927.42
2017,PARAGUAY,ENCARNACION,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,URUGUAY,URUGUAY,Corn equivalents,175500,1500
2018,PARAGUAY,ENCARNACION,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,URUGUAY,URUGUAY,Corn equivalents,1045124,8542
2016,PARAGUAY,ENCARNACION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,BRAZIL,BRAZIL,Corn equivalents,171000,1000
2016,PARAGUAY,ENCARNACION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,URUGUAY,URUGUAY,Corn equivalents,528646,3758
2013,PARAGUAY,"ENCARNACION, MINGA GUAZU Y SANTA ROSA  PY",DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Corn equivalents,61236,378
2015,PARAGUAY,ENCARNACION,MOLINOS HARINEROS D' ITALIA,MOLINOS HARINEROS D' ITALIA,URUGUAY,URUGUAY,Corn equivalents,20995,221
2015,PARAGUAY,ENCARNACION,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,196560,2000
2014,PARAGUAY,ENCARNACION,NOBLE PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,223200,1800
2014,PARAGUAY,ENCARNACION,NOBLE PARAGUAY S.A.,COFCO,VIETNAM,VIETNAM,Corn equivalents,2945336.06,15899.21
2014,PARAGUAY,ENCARNACION,OVETRIL SA,OVETRIL,URUGUAY,URUGUAY,Corn equivalents,66000,500
2018,PARAGUAY,ENCARNACION,SUL AMERICA SACI,SUL AMERICA SACI,URUGUAY,URUGUAY,Corn equivalents,582500,2500
2018,PARAGUAY,ENCARNACION,TROCIUK,TROCIUK,ARGENTINA,ARGENTINA,Corn equivalents,108000,415.7303372
2017,PARAGUAY,ENCARNACION,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,172000,1000
2018,PARAGUAY,ENCARNACION,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,775500,4500
2017,PARAGUAY,ENCARNACION,UNEXPA S.A.,UNEXPA,URUGUAY,URUGUAY,Corn equivalents,2829420,25841
2018,PARAGUAY,ENCARNACION,UNEXPA S.A.,UNEXPA,URUGUAY,URUGUAY,Corn equivalents,1220478,7404
2014,PARAGUAY,ENCARNACION,VICENTIN,VICENTIN,URUGUAY,URUGUAY,Corn equivalents,172250,1000
2017,PARAGUAY,ENCARNACION,VICENTIN,VICENTIN,URUGUAY,URUGUAY,Corn equivalents,871539,5096
2018,PARAGUAY,ENCARNACION,VICENTIN,VICENTIN,URUGUAY,URUGUAY,Corn equivalents,712993,3032
2014,PARAGUAY,ENCARNACION,VILLA COSTA SOCIEDAD ANONIMA,VILLA COSTA SOCIEDAD ANONIMA,CHILE,CHILE,Corn equivalents,12320,112
2013,PARAGUAY,ENCARNACION,VINI,VINI,URUGUAY,URUGUAY,Corn equivalents,57500,500
2016,PARAGUAY,GENERAL RESQUIN,ARAGUANEY,ARAGUANEY,BRAZIL,BRAZIL,Corn equivalents,148000,1000
2016,PARAGUAY,GUAJAYVI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,41007,137.2
2017,PARAGUAY,GUAJAYVI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,14350,42
2018,PARAGUAY,GUAJAYVI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,24522,74
2016,PARAGUAY,HERNANDARIAS,AGRO SANTA ROSA S.A.,AGRO SANTA ROSA S.A.,BRAZIL,BRAZIL,Corn equivalents,170000,1000
2013,PARAGUAY,HERNANDARIAS,DASA SOCIEDAD ANONIMA,DASA SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,180500,1500
2013,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,2541500,22500
2014,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,4635500,38000
2015,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,3507500,35500
2016,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,5104500,31800
2017,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,10817386,95683.905
2018,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,14912300,109500
2013,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,212674,1967.49
2014,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,674384.16,5727.79
2015,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,210182,1930.52
2017,PARAGUAY,HERNANDARIAS,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,62500,500
2015,PARAGUAY,HERNANDARIAS,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,210000,2000
2013,PARAGUAY,ITA - PARAGUAY,ADM PARAGUAY,ADM,PERU,PERU,Corn equivalents,7042986,31971.432
2013,PARAGUAY,ITAPUA - YATYTAY,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Corn equivalents,198000,1500
2013,PARAGUAY,JOSE EULOGIO ESTIGARRIBIA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,203420,566.5
2014,PARAGUAY,JOSE EULOGIO ESTIGARRIBIA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,324100,946
2015,PARAGUAY,JOSE EULOGIO ESTIGARRIBIA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,24360,84
2015,PARAGUAY,KATUETE,AGRO ALIANZA CORPUS CHRISTI S.A,AGRO ALIANZA CORPUS CHRISTI S.A,BRAZIL,BRAZIL,Corn equivalents,94000,1000
2014,PARAGUAY,KATUETE,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,442600,4000
2017,PARAGUAY,KATUETE,EMPRENDIMIENTOS TEMBIAPORA SA,EMPRENDIMIENTOS TEMBIAPORA SA,BRAZIL,BRAZIL,Corn equivalents,521000,4500
2018,PARAGUAY,KATUETE,EMPRENDIMIENTOS TEMBIAPORA SA,EMPRENDIMIENTOS TEMBIAPORA SA,BRAZIL,BRAZIL,Corn equivalents,939650,6000
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,ARGENTINA,ARGENTINA,Corn equivalents,73000,204.5
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,ARGENTINA,ARGENTINA,Corn equivalents,19106,65
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BOLIVIA,BOLIVIA,Corn equivalents,28463,82.5
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BOLIVIA,BOLIVIA,Corn equivalents,163351,495
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BOLIVIA,BOLIVIA,Corn equivalents,173760,553.6
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,452623,1505.4
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,2356620,9209.6
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,BRAZIL,BRAZIL,Corn equivalents,1040292,3007.2
2014,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,107662.96,242.5
2015,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,552278,1760
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,1520478,4767
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,1292175,3848.4
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,CHILE,CHILE,Corn equivalents,839064,2672
2015,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,54826,192.5
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,229211,632.5
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,255866,770
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,83775,220
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,EGYPT,EGYPT,Corn equivalents,68686,275
2015,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,GERMANY,EUROPEAN UNION,Corn equivalents,23263,72
2015,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,NETHERLANDS,EUROPEAN UNION,Corn equivalents,2383,8.75
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,NETHERLANDS,EUROPEAN UNION,Corn equivalents,4252,10.5
2016,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,URUGUAY,URUGUAY,Corn equivalents,10588,27.5
2017,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,URUGUAY,URUGUAY,Corn equivalents,94188,302.5
2018,PARAGUAY,KATUETE,FECULARIA SALTO PILAO SA,FECULARIA SALTO PILAO SA,URUGUAY,URUGUAY,Corn equivalents,160435,495
2014,PARAGUAY,KATUETE,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,779700,6300
2015,PARAGUAY,KATUETE,POLO AGRICOLA SOCIEDAD ANONIMA,POLO AGRICOLA,BRAZIL,BRAZIL,Corn equivalents,107000,1000
2016,PARAGUAY,KATUETE,POLO AGRICOLA SOCIEDAD ANONIMA,POLO AGRICOLA,BRAZIL,BRAZIL,Corn equivalents,3060500,19000
2017,PARAGUAY,KATUETE,POLO AGRICOLA SOCIEDAD ANONIMA,POLO AGRICOLA,BRAZIL,BRAZIL,Corn equivalents,104000,1000
2017,PARAGUAY,KATUETE,VARIETY TRADING SOCIEDAD DE RESPONSABILIDAD LIMITADA,VARIETY TRADING SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHILE,CHILE,Corn equivalents,9785,27.5
2016,PARAGUAY,LA CANDELARIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,MALAYSIA,MALAYSIA,Corn equivalents,1239192,8515.614
2017,PARAGUAY,LA CANDELARIA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,TUNISIA,TUNISIA,Corn equivalents,2481570,14140
2016,PARAGUAY,LOS CEDRALES,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,COSTA RICA,COSTA RICA,Corn equivalents,1894335,16206.476
2014,PARAGUAY,LOS CEDRALES,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,951900,5500
2018,PARAGUAY,LOS CEDRALES,NOVARA SA,NOVARA SA,BRAZIL,BRAZIL,Corn equivalents,346500,2500
2016,PARAGUAY,MAGAGNIN,COFCO AGRI PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,507000,3000
