YEAR,COUNTRY OF PRODUCTION,BIOME,DEPARTMENT,DISTRICT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,TERRITORIAL_DEFORESTATION_RISK_HA,LAND_USE_HA,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HA,SOY_EQUIVALENT_TONNES,ZERO_DEFORESTATION_PARAGUAY_SOY,TRASE_GEOCODE
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,29298.201,0.37564193119549,38.9705914814815,0.101323537851852,105.220597,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,114530.866,0.614733061241552,176.089676082343,0.493051093030561,449.763048,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,899382.427,0.0631671261931488,852.603993664875,2.04624958479569,2698.423526,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,276292.676,0.00970409293155786,257.753706133988,,828.138724,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,78312.709,0.00563927133199461,76.116574376308,0.182679778503139,240.902877,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,1859302.939,6.34749364348677,1818.23326267646,5.09105313549409,4644.077679,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,MBARACAYU,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,1311.006,7.55925560482131e-05,2.00783953894392,,6.451002,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,Soy bean equivalents,7980577.964,0.239392654710351,6358.58955680272,,20429.557817,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,COLOMBIA,COLOMBIA,Soy bean equivalents,274470.884,1.91544962254032,198.71638,0.516662588,536.534226,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,EGYPT,EGYPT,Soy bean equivalents,796378.747,0.0517684884988972,698.749851389332,1.6769996433344,2211.487457,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,FRANCE,EUROPEAN UNION,Soy bean equivalents,12426227.597,44.7417161123981,12816.2202333617,35.8854166534126,32734.811059,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,GREECE,EUROPEAN UNION,Soy bean equivalents,883247.14,6.08273544011723,631.047224074074,1.64072278259259,1703.827505,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,Soy bean equivalents,883247.14,6.08273544368728,631.047224444444,1.64072278355556,1703.827506,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,Soy bean equivalents,517296.25,0.0341146499294913,460.465570072398,1.10511736817376,1457.336743,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ITALY,EUROPEAN UNION,Soy bean equivalents,1656547.087,6.77611363181093,1718.46984346359,5.15540953039078,4770.367176,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,LEBANON,LEBANON,Soy bean equivalents,235831.375,0.0153301853722579,206.920562319766,0.496609349567437,654.887049,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,MEXICO,MEXICO,Soy bean equivalents,2468986.508,8.67335117563441,2484.47284741977,6.95652397277536,6345.767142,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,2643104.954,9.60784967135758,2752.1590152647,7.70604524274115,7029.483243,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,1468672.972,0.0932034888192889,1258.02251234035,3.01925402961685,3981.540749,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,1222028.485,0.0377787983612162,1003.45548621296,,3224.009301,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,4273639.184,17.9029689555732,4540.31823111492,13.6209546933448,12603.645703,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,1461436.392,4.88817764949798,1239.6760645689,3.71902819370669,3441.264931,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,1168366.951,0.070861773797544,956.463195004682,2.29551166801124,3027.129601,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,SPAIN,EUROPEAN UNION,Soy bean equivalents,232866.7,0.803014489170399,203.650094801444,0.610950284404332,565.320207,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,TURKEY,TURKEY,Soy bean equivalents,3120335.055,11.1651943512862,3198.25885522341,8.95512479462555,8168.898274,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,TURKEY,TURKEY,Soy bean equivalents,3815656.244,0.236774303985154,3195.88256330804,7.67011815193931,10114.712996,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Soy bean equivalents,2857026.959,17.789174252845,1845.51985555556,4.79835162444444,4982.90361,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,27332.343,0.000854077817909745,22.6854508139716,,72.886247,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,3568.735,0.0208198942522256,5.96383807231489,0.0166987466024817,15.232659,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,479.23,0.00312783205173908,0.793240100210062,0.00237972030063018,2.201986,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,5788.205,0.000703830032490425,9.50000946263883,0.0228000227103332,30.066771,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,2060.252,0.000125284152811418,3.32771490697334,,10.691639,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,8056.666,0.000265675141061358,7.05668759761575,,22.672482,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,2211522.672,6.18272773987373,1771.03623289895,4.95890145211708,4523.52842,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,Soy bean equivalents,8467377.295,0.301747085710229,8014.80676303207,,25750.829912,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ITALY,EUROPEAN UNION,Soy bean equivalents,2469522.115,0.0779909198316324,2071.54329345183,,6655.676248,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,2073856.296,0.0622071527714125,1652.30529921364,,5308.703501,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SOUTH AFRICA,SOUTH AFRICA,Soy bean equivalents,4168686.073,17.0775359129212,4330.98263424171,12.9929479027251,12022.54289,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,9093286.559,35.0774390852931,8895.8840611853,26.6876521835559,24694.430041,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SPAIN,EUROPEAN UNION,Soy bean equivalents,4933196.565,20.507071130765,5200.73676901495,15.6022103070448,14436.92717,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,TURKEY,TURKEY,Soy bean equivalents,4165617.173,17.3475936336345,4399.4711623652,13.1984134870956,12212.662855,NONE,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,NUTREX,NUTREX,JAPAN,JAPAN,Soy bean equivalents,131.998,7.40070931978783e-06,0.196572752203582,,0.63157,,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,1778.533,0.00684756816578946,1.96147911392687,0.00549214151899523,5.009952,,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,2147240.793,8.44713353772044,2419.67302926141,6.77508448193196,6180.257361,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,23293671.469,90.9230051567479,26044.8047062069,72.9254531773792,66522.870675,NONE,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,23974052.003,1.63140455130272,22020.0303472824,52.8480728334777,69691.636884,NONE,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,13834137.265,0.436448084012588,11592.6456993712,,37246.094193,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,TURKEY,TURKEY,Soy bean equivalents,826735.502,3.33439938113571,955.135397740772,2.67437911367416,2439.578613,NONE,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,TURKEY,TURKEY,Soy bean equivalents,13830139.267,0.894798282940553,12077.6206792566,28.9862896302159,38224.704577,NONE,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,TURKEY,TURKEY,Soy bean equivalents,163252.182,0.00549707427725004,146.009655703859,,469.115466,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,BRAZIL,BRAZIL,Soy bean equivalents,1368012.609,10.4916481709976,1088.44540740741,2.82995805925926,2938.8026,,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,COSTA RICA,COSTA RICA,Soy bean equivalents,495195.578,3.90103031748805,404.708437037037,1.0522419362963,1092.71278,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,GERMANY,EUROPEAN UNION,Soy bean equivalents,26219195.364,104.127094947895,29827.1031392687,83.5158887899523,76183.505583,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,GREECE,EUROPEAN UNION,Soy bean equivalents,462230.5,3.60711334799955,374.216318888889,0.972962429111111,1010.384061,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,MEXICO,MEXICO,Soy bean equivalents,1025898.865,7.67486084833109,796.220661111111,2.07017371888889,2149.795785,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,7219214.77,48.2616415133109,5006.85509111111,13.0178232368889,13518.508746,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,3660253.65,26.8737273134543,2787.98760666667,7.24876777733333,7527.566538,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,TURKEY,TURKEY,Soy bean equivalents,949811.997,7.17006797411664,743.851435925926,1.93401373340741,2008.398877,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,UNITED STATES,UNITED STATES,Soy bean equivalents,2809886.923,21.1419847078569,2193.35377851852,5.70271982414815,5922.055202,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,BUNGE PARAGUAY SA,BUNGE,COSTA RICA,COSTA RICA,Soy bean equivalents,3744228.203,25.4992584903487,2645.39473148148,6.87802630185185,7142.565775,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,BUNGE PARAGUAY SA,BUNGE,ITALY,EUROPEAN UNION,Soy bean equivalents,4960319.958,34.5404624360185,3583.36527259259,9.31674970874074,9675.086236,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,BUNGE PARAGUAY SA,BUNGE,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,1054782.642,4.93898993520068,1252.56241586142,3.75768724758425,3477.036654,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,BUNGE PARAGUAY SA,BUNGE,TURKEY,TURKEY,Soy bean equivalents,1062672.934,4.98180296684502,1263.42010033747,3.79026030101239,3507.176922,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,BUNGE PARAGUAY SA,BUNGE,VIETNAM,VIETNAM,Soy bean equivalents,3453948.807,15.7564768939551,3995.95282085852,11.9878584625756,11092.52062,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,COFCO AGRI PARAGUAY S.A.,COFCO,COLOMBIA,COLOMBIA,Soy bean equivalents,478522.207,3.60562322325567,374.061727407407,0.972560491259259,1009.966664,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,COFCO AGRI PARAGUAY S.A.,COFCO,EGYPT,EGYPT,Soy bean equivalents,1014910.114,7.79198181787261,808.371257407407,2.10176526925926,2182.602395,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,COFCO AGRI PARAGUAY S.A.,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,4152431.912,32.5810012344392,3380.08295592593,8.78821568540741,9126.223981,NONE,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,LOUIS DREYFUS,LOUIS DREYFUS,ARGENTINA,ARGENTINA,Soy bean equivalents,13350349.717,0.441945158289838,11738.6553550751,,37715.209659,,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,LOUIS DREYFUS,LOUIS DREYFUS,PERU,PERU,Soy bean equivalents,3146502.429,22.056481071601,2288.22727703704,5.9493909202963,6178.213648,,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,LOUIS DREYFUS,LOUIS DREYFUS,TUNISIA,TUNISIA,Soy bean equivalents,2538199.579,19.032256797659,1974.48219444444,5.13365370555556,5331.101925,,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,ARGENTINA,ARGENTINA,Soy bean equivalents,193859.63,0.00671268155565226,178.297813228884,,572.854318,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,ISRAEL,ISRAEL,Soy bean equivalents,2252676.129,11.0164746689254,2793.85508102369,8.38156524307106,7755.57082,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,SAN JUAN DEL PARANA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,3222070.805,13.8597915285183,3514.94013716615,10.5448204114985,9757.258831,NONE,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,TOMAS ROMERO PEREIRA,SCHAEFER JORGGE JUAN FRIDOLIN,SCHAEFER JORGGE JUAN FRIDOLIN,BRAZIL,BRAZIL,Soy bean equivalents,29100,0.00140453399367114,18.9578244952985,0.0454987787887163,60,,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLA DEL ROSARIO,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,76988.877,0.00581350876000519,78.4683598052267,0.188324063532544,248.34609,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,9147779.465,69.2534904581131,7184.63318703703,18.6800462862962,19398.509605,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,5690098.557,21.5977075073287,6186.64190828724,17.3225973432043,15801.737975,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,2163567.486,7.50007408512755,1902.07128146845,5.70621384440538,5280.033538,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,2314347.862,0.177668931997992,2398.10246406446,5.75544591375471,7589.802716,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,2786004.148,0.0909262895568758,2415.12403926808,,7759.569281,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ARGENTINA,ARGENTINA,Soy bean equivalents,268331.243,1.35585716337664,140.662027407408,0.365721271259259,379.787474,NONE,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,1417493.779,6.96469383941308,722.545104444444,1.87861727155556,1950.871782,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,1821804.58,4.35393032251295,1104.18720321557,3.31256160964672,3065.156139,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,2834214.655,0.0955707461488129,1289.9747820544,3.09593947693056,4082.66713,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,3407244.592,0.0643307939684097,1708.71205385681,,5489.933166,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Soy bean equivalents,28838.201,0.465494171203067,118.05257983945,0.354157739518352,327.706741,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Soy bean equivalents,19019.549,0.00500656566027199,67.5765724000327,0.162183773760078,213.874453,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,8366752.622,59.0407283309662,6125.12052962963,15.9253133770371,16537.82543,NONE,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,8664263.483,31.0229141026007,7867.62814770462,23.6028844431139,21840.054518,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,9277566.123,0.607135611860697,8194.86778274143,19.6676826785795,25936.10185,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,5949235.327,0.198363127291886,5268.79035273249,,16928.134168,COMPANY COMMITMENT,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,3678763.076,15.6612727814135,4486.15606511632,12.5612369823257,11458.407276,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,9609797.478,38.9712549146631,9883.38300857017,29.6501490257105,27435.666719,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,5858711.704,0.435730314987901,5881.30929977043,14.115142319449,18613.87408,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,10397944.963,0.369402490177446,9811.82492479235,,31524.482403,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ECUADOR,ECUADOR,Soy bean equivalents,2497070.334,17.901340953977,1857.1564762963,4.82860683837037,5014.322486,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ECUADOR,ECUADOR,Soy bean equivalents,2630365.116,9.57083956941308,2741.55750824632,7.67636102308969,7002.405187,COMPANY COMMITMENT,PY-06
2017,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ECUADOR,ECUADOR,Soy bean equivalents,1689383.123,0.100809217647208,1360.68152445984,3.26563565870363,4306.448321,COMPANY COMMITMENT,PY-06
2014,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,EGYPT,EGYPT,Soy bean equivalents,663131.715,2.71171432675329,281.324054814815,0.731442542518519,759.574948,NONE,PY-06
2015,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,EGYPT,EGYPT,Soy bean equivalents,4757830.321,10.1057495601239,2894.78194489405,8.10538944570332,7393.766516,COMPANY COMMITMENT,PY-06
2016,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,EGYPT,EGYPT,Soy bean equivalents,1776548.406,3.9457496303909,1000.66972281164,3.00200916843491,2777.797945,COMPANY COMMITMENT,PY-06
2018,PARAGUAY,MATA ATLANTICA,CAAZAPA,VILLETA,ADM PARAGUAY,ADM,FRANCE,EUROPEAN UNION,Soy bean equivalents,1885767.613,0.0376489932218671,1000.00768784803,,3212.931845,COMPANY COMMITMENT,PY-06
