YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,UNITED STATES,UNITED STATES,Cocoa equivalents,14484750,6650
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,UNITED STATES,UNITED STATES,Cocoa equivalents,12102734.94,4750
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,5710250,2500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,2834277.13,1000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,666000,300
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SPAIN,EUROPEAN UNION,Cocoa equivalents,1745319.15,600
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL  BV,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,17529153.3,9000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,10643346,4950
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,6745000,3000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,21587839.88,8000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,GERMANY,EUROPEAN UNION,Cocoa equivalents,8975000,4000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,JAPAN,JAPAN,Cocoa equivalents,227000,100
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,57585000,25500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,59535074.01,21600
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,CANADA,CANADA,Cocoa equivalents,1418915.64,500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,123000,50
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,JAPAN,JAPAN,Cocoa equivalents,1718292.56,550
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,3049609.06,1000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,SPAIN,EUROPEAN UNION,Cocoa equivalents,2888750,1275
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,365250,150
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3990005.73,1350
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,DROSTE BV,DROSTE BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,482900,136.81159416
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,DROSTE BV,DROSTE BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,203328.68,68.40579708
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4582500,2000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,FRANCE,EUROPEAN UNION,Cocoa equivalents,3540000,1250
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,2047380.31,887.3125
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,1411977.22,525
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ITALY,EUROPEAN UNION,Cocoa equivalents,1428750,600
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,JAPAN,JAPAN,Cocoa equivalents,8724750,3425
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,JAPAN,JAPAN,Cocoa equivalents,2398896.82,900
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,MALAYSIA,MALAYSIA,Cocoa equivalents,1942140,800
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,28796250,12250.5
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,31586348.25,11250
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,9628625,4212.5
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,21861818.68,7700
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNITED STATES,UNITED STATES,Cocoa equivalents,25783000,11150
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNITED STATES,UNITED STATES,Cocoa equivalents,18010660.33,6350
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,ESTONIA,EUROPEAN UNION,Cocoa equivalents,502978,200
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,JAPAN,JAPAN,Cocoa equivalents,438000,200
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,JAPAN,JAPAN,Cocoa equivalents,250713.74,100
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,708400,242.41545888
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1698960.93,570.048309
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,TURKEY,TURKEY,Cocoa equivalents,13277689,6400
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,TURKEY,TURKEY,Cocoa equivalents,4200213.62,1500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,UNITED STATES,UNITED STATES,Cocoa equivalents,4230000,2000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,4520000,2000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,4067073.43,1500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,900000,400
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,665164.36,200
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED STATES,UNITED STATES,Cocoa equivalents,9195000,4100
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED STATES,UNITED STATES,Cocoa equivalents,26511473.59,9300
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,BULGARIA,EUROPEAN UNION,Cocoa equivalents,710566.92,300
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,3738584.27,1682.41545888
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,MALAYSIA,MALAYSIA,Cocoa equivalents,1274390,500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,MALAYSIA,MALAYSIA,Cocoa equivalents,1403202.12,500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6421488.22,2175
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,HOSTA,HOSTA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,546661.62,159.9033816
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,HOSTA WERK FUR SCHOKOLADE,HOSTA WERK FUR SCHOKOLADE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,262078.87,65.60386472
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,HOSTA WERK FUR SCHOKOLADE,HOSTA WERK FUR SCHOKOLADE,GERMANY,EUROPEAN UNION,Cocoa equivalents,534654.77,137.39130432
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,HOSTA WERK FUR SCHOKOLADE,HOSTA WERK FUR SCHOKOLADE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,60600,22.80193236
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,HOSTA WERK FUR SCHOKOLADE,HOSTA WERK FUR SCHOKOLADE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,68392.6,22.80193236
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,INDONESIA,INDONESIA,Cocoa equivalents,253282056.54,200
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,4663750,1875
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,169673.81,50
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,MALAYSIA,MALAYSIA,Cocoa equivalents,1005435.77,400
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,SPAIN,EUROPEAN UNION,Cocoa equivalents,919000,400
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,SPAIN,EUROPEAN UNION,Cocoa equivalents,1959165.08,700
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU FOOD SALES AND MARKETING CO.,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,1136250,500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KANY CORPORATION,KANY CORPORATION,BULGARIA,EUROPEAN UNION,Cocoa equivalents,820133.11,1584.73429902
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KANY CORPORATION,KANY CORPORATION,BULGARIA,EUROPEAN UNION,Cocoa equivalents,270817.55,912.0772944
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KANY CORPORATION,KANY CORPORATION,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,17528.94,59.285024136
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,MALAYSIA,MALAYSIA,Cocoa equivalents,9002244.1,3000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,MITSUI & CO  EUROPE PLC,MITSUI & CO  EUROPE PLC,JAPAN,JAPAN,Cocoa equivalents,2526903.99,850
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4738500,1950
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,13006889.78,4550
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,BRAZIL,BRAZIL,Cocoa equivalents,57653980,152500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,JAPAN,JAPAN,Cocoa equivalents,2577500,1150
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,6505705,3000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,19330828.92,6850
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,73921406.25,31943.75
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,140343756.42,50281.25
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,758811.41,300
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,19875852.37,6950
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1957409.14,750
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,GERMANY,EUROPEAN UNION,Cocoa equivalents,1454920.76,500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,INDONESIA,INDONESIA,Cocoa equivalents,1350078,600
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,INDONESIA,INDONESIA,Cocoa equivalents,2359291.93,800
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,MALAYSIA,MALAYSIA,Cocoa equivalents,3254839.75,1425
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,MALAYSIA,MALAYSIA,Cocoa equivalents,188694.67,75
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,JAPAN,JAPAN,Cocoa equivalents,274598.56,100
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,MALAYSIA,MALAYSIA,Cocoa equivalents,2869756.38,1000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SPAIN,EUROPEAN UNION,Cocoa equivalents,1002750,450
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1125000,500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CANADA,CANADA,Cocoa equivalents,9705000,4000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CANADA,CANADA,Cocoa equivalents,4763087.98,1500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,1882313.86,750
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2320000,1000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,26140780.43,9300
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GERMANY,EUROPEAN UNION,Cocoa equivalents,5550000,2500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GERMANY,EUROPEAN UNION,Cocoa equivalents,1559850.41,500
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ITALY,EUROPEAN UNION,Cocoa equivalents,4665000,2075
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ITALY,EUROPEAN UNION,Cocoa equivalents,9207383.55,3450
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,JAPAN,JAPAN,Cocoa equivalents,820000,325
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,JAPAN,JAPAN,Cocoa equivalents,1028683.93,400
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,MALAYSIA,MALAYSIA,Cocoa equivalents,5426834.45,1950
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21115000,9500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10445436.78,3500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,SPAIN,EUROPEAN UNION,Cocoa equivalents,953321.8,350
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,13620000,6000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,16435790.85,5550
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,UNITED STATES,UNITED STATES,Cocoa equivalents,3082468.98,1000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TACHIBANA,TACHIBANA,JAPAN,JAPAN,Cocoa equivalents,278486.16,100
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,THEOBROMA BV,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,3975200,1110.09661812
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,THEOBROMA BV,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,3412251,921.7874394
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,THEOBROMA BV,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4378450,1596.42512028
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,THEOBROMA BV,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4298605.83,1258.454106
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,2124660,1000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,15048590,6000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,8666860.96,3375
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,FRANCE,EUROPEAN UNION,Cocoa equivalents,2180000,1000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,204300,68.40579708
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,61935.61,25
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,JAPAN,JAPAN,Cocoa equivalents,1099000,450
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,JAPAN,JAPAN,Cocoa equivalents,2497551.08,950
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,8039252.5,3700
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,48918386.83,18975
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,51135000,23695.60386472
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,11081799.39,4250
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,POLAND,EUROPEAN UNION,Cocoa equivalents,57000,22.80193236
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,663000,300
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,245000,100
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,1575768.49,600
