YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,JAPAN,JAPAN,Cocoa equivalents,2361000.34,750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,4510712.5,2150
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,1144697.09,400
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3178500,1050
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6365890.23,1809.125
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,SPAIN,EUROPEAN UNION,Cocoa equivalents,1428750,625
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1680000,750
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,2796712.73,1000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED STATES,UNITED STATES,Cocoa equivalents,3944966,1775
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED STATES,UNITED STATES,Cocoa equivalents,5601319.01,1750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,690518.12,307.625
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,255208.71,92.875
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,GERMANY,EUROPEAN UNION,Cocoa equivalents,757714.04,250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,190246.88,85.25
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,334500,150
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOA SOURCE SARL,COCOA SOURCE SARL,UNITED STATES,UNITED STATES,Cocoa equivalents,172748.47,62.5
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,DAARHOUWER & CO. BV,DAARHOUWER & CO. BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,11420000,5000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,DAARHOUWER & CO. BV,DAARHOUWER & CO. BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6591363.83,1700
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,DROSTE BV,DROSTE BV,SPAIN,EUROPEAN UNION,Cocoa equivalents,400750,175
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5182875,2275
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2079237.16,750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,576165,250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1912500,850
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ESTONIA,EUROPEAN UNION,Cocoa equivalents,14666551.83,5375
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ETHIOPIA,ETHIOPIA,Cocoa equivalents,1454178.6,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,FRANCE,EUROPEAN UNION,Cocoa equivalents,2270000,1000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,8821375,3612.5
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,6260632.26,1950
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ITALY,EUROPEAN UNION,Cocoa equivalents,4504497,1025
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,ITALY,EUROPEAN UNION,Cocoa equivalents,11227941.17,4050
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,JAPAN,JAPAN,Cocoa equivalents,8806625,3375
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,JAPAN,JAPAN,Cocoa equivalents,7290215.47,2550
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,MALAYSIA,MALAYSIA,Cocoa equivalents,9575510.75,4275
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,MALAYSIA,MALAYSIA,Cocoa equivalents,2141039.92,700
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21506365.04,9237.5
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9953394.97,3375
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,PANAMA,PANAMA,Cocoa equivalents,437977.29,150
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,666000,300
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,21199000,9250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,33321230.59,10525
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SRI LANKA,SRI LANKA,Cocoa equivalents,55250,25
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,TURKEY,TURKEY,Cocoa equivalents,117721,50
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,528517.18,200
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNITED STATES,UNITED STATES,Cocoa equivalents,11433410,4775
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNITED STATES,UNITED STATES,Cocoa equivalents,61118749.66,20900
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,ESTONIA,EUROPEAN UNION,Cocoa equivalents,336000,150
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,JAPAN,JAPAN,Cocoa equivalents,1329996,675
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,MALAYSIA,MALAYSIA,Cocoa equivalents,482652.38,175
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,SRI LANKA,SRI LANKA,Cocoa equivalents,218465,100
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,SRI LANKA,SRI LANKA,Cocoa equivalents,61337.63,25
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,TURKEY,TURKEY,Cocoa equivalents,17602697,8225
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,TURKEY,TURKEY,Cocoa equivalents,40706779.01,15150
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2887238.49,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,CANADA,CANADA,Cocoa equivalents,5191426.16,2000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,MALAYSIA,MALAYSIA,Cocoa equivalents,140209.98,50
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,665399.77,200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,651781.86,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,562384.27,200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1727347.49,625
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,TUNISIA,TUNISIA,Cocoa equivalents,1416687.96,475
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,4869265.9,1750
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED STATES,UNITED STATES,Cocoa equivalents,11487841.09,4000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INT CORP,GENERTEC INT CORP,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,590698.68,250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,433445000,10975
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,8056825.55,3300
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,MALAYSIA,MALAYSIA,Cocoa equivalents,2743522.96,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,738931.59,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4791312.39,1750
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,848659.26,300
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,INDONESIA,INDONESIA,Cocoa equivalents,219578,100
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,INDONESIA,INDONESIA,Cocoa equivalents,836746.7,300
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,13400125,5950
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,12769967.32,4400
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,MALAYSIA,MALAYSIA,Cocoa equivalents,2240406,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,MALAYSIA,MALAYSIA,Cocoa equivalents,4193922.2,1500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,SPAIN,EUROPEAN UNION,Cocoa equivalents,2715500,1200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU EUROPE PLC,ITOCHU,SPAIN,EUROPEAN UNION,Cocoa equivalents,3048901.55,1150
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ITOCHU,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,113215,50
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,JH WHITAKER & SONS LTD,JH WHITAKER & SONS LTD,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,3020282.5,1250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,JH WHITAKER & SONS LTD,JH WHITAKER & SONS LTD,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,1621505.5,550
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KANY CORPORATION,KANY CORPORATION,MALAYSIA,MALAYSIA,Cocoa equivalents,723673.46,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4591162.49,1500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,JAPAN,JAPAN,Cocoa equivalents,442000,200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,SPAIN,EUROPEAN UNION,Cocoa equivalents,2060860.71,700
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,MINKA SCS AG,MINKA SCS AG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,825031.78,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,"MITSUI & CO. EUROPEEC1A 4AS,UK","MITSUI & CO. EUROPEEC1A 4AS,UK",JAPAN,JAPAN,Cocoa equivalents,771837.81,250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,MITSUI & CO  EUROPE PLC,MITSUI & CO  EUROPE PLC,JAPAN,JAPAN,Cocoa equivalents,2255000,550
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,MITSUI & CO  EUROPE PLC,MITSUI & CO  EUROPE PLC,JAPAN,JAPAN,Cocoa equivalents,151000.2,50
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM  INTERNATIONAL  LTD,OLAM  INTERNATIONAL  LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,116434132.03,200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM  INTERNATIONAL  LTD,OLAM  INTERNATIONAL  LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2900516.4,1000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,1921612,875
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,582170.66,175
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,INDONESIA,INDONESIA,Cocoa equivalents,686270,300
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,JAPAN,JAPAN,Cocoa equivalents,2371082.9,550
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,45600263.6,20900
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,21408989.2,8175
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,14028375,5000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,27906001.28,9043.75
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,756377.8,300
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,1501650,1350
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,1325831.99,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,1431000,350
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,4814177.67,1800
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3445209.78,1250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,FRANCE,EUROPEAN UNION,Cocoa equivalents,2100000,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING AND SHIPPING,PETROFORCE TRADING AND SHIPPING,INDONESIA,INDONESIA,Cocoa equivalents,2202753.38,800
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,PETROFORCE TRADING,PETROFORCE TRADING,TURKEY,TURKEY,Cocoa equivalents,658263,300
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1420534.27,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,JAPAN,JAPAN,Cocoa equivalents,1550000,700
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,JAPAN,JAPAN,Cocoa equivalents,716311.56,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2184432.26,650
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1125000,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SPAIN,EUROPEAN UNION,Cocoa equivalents,561250,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SPAIN,EUROPEAN UNION,Cocoa equivalents,3778559.68,1250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,TURKEY,TURKEY,Cocoa equivalents,111820.5,50
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,UNITED STATES,UNITED STATES,Cocoa equivalents,2123113.33,750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,7770000,3500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,17743155.06,5625
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,BULGARIA,EUROPEAN UNION,Cocoa equivalents,136494.79,50
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CANADA,CANADA,Cocoa equivalents,6827545,3000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,768250.5,350
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,3154585.45,1200
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,3339080,1500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,FRANCE,EUROPEAN UNION,Cocoa equivalents,2245000,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,FRANCE,EUROPEAN UNION,Cocoa equivalents,692810.42,250
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GEORGIA,GEORGIA,Cocoa equivalents,54682.5,25
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GERMANY,EUROPEAN UNION,Cocoa equivalents,3294900,1500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GERMANY,EUROPEAN UNION,Cocoa equivalents,2808212.53,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ITALY,EUROPEAN UNION,Cocoa equivalents,2161772.9,800
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,JAPAN,JAPAN,Cocoa equivalents,7634250,2725
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,JAPAN,JAPAN,Cocoa equivalents,8093677.27,2700
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,MALAYSIA,MALAYSIA,Cocoa equivalents,22192522,10150
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,MALAYSIA,MALAYSIA,Cocoa equivalents,16959860.12,5900
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3357500,1500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,15179501.14,5250
